cf_timestamp_ms,host_monotonic_s,range.zrange,stabilizer.roll,stabilizer.pitch
92815,1886.421023,705,0.9466220140457153,3.2829020023345947
92835,1886.441008,700,0.9384381771087646,3.3095288276672363
92855,1886.460998,700,0.9304825067520142,3.3110427856445312
92875,1886.480999,701,0.9365810751914978,3.254842519760132
92895,1886.501000,701,0.8816266655921936,3.215932607650757
92915,1886.521010,704,0.8047822713851929,3.2688117027282715
92935,1886.541011,704,0.7642161250114441,3.270571231842041
92955,1886.561034,701,0.7413106560707092,3.253150224685669
92975,1886.581006,701,0.6825373768806458,3.290776491165161
92995,1886.600996,698,0.631989598274231,3.2583847045898438
93015,1886.621012,698,0.6180228590965271,3.268726110458374
93035,1886.640995,698,0.6056233048439026,3.266324043273926
93055,1886.661014,700,0.5675959587097168,3.2827212810516357
93075,1886.680992,700,0.5569396018981934,3.313295364379883
93095,1886.700997,700,0.547224223613739,3.276143789291382
93115,1886.720997,700,0.5525438189506531,3.2856082916259766
93135,1886.740998,698,0.533637523651123,3.2728142738342285
93155,1886.761223,698,0.5744735598564148,3.286538600921631
93175,1886.780998,700,0.5874343514442444,3.268228530883789
93195,1886.800994,700,0.5216661691665649,3.27180552482605
93215,1886.820996,704,0.49201712012290955,3.275984287261963
93235,1886.840987,704,0.5378788113594055,3.2864105701446533
93255,1886.860988,697,0.5878987908363342,3.2498326301574707
93275,1886.880988,697,0.5736005902290344,3.2435946464538574
93295,1886.900991,697,0.5766715407371521,3.2589054107666016
93315,1886.920996,697,0.580439031124115,3.2659034729003906
93335,1886.940991,697,0.5411269068717957,3.245638847351074
93355,1886.960984,699,0.45707622170448303,3.337660551071167
93375,1886.980999,699,0.4555481970310211,3.3879098892211914
93395,1887.000990,698,0.49491313099861145,3.350865125656128
93415,1887.020999,698,0.48147115111351013,3.3371481895446777
93435,1887.040991,703,0.42620140314102173,3.3453848361968994
93455,1887.060988,703,0.4360462427139282,3.339366912841797
93475,1887.080984,699,0.49772951006889343,3.3637092113494873
93495,1887.100985,699,0.4794052541255951,3.421567440032959
93515,1887.120992,703,0.4899561107158661,3.4705617427825928
93535,1887.140989,703,0.5267465114593506,3.4817237854003906
93555,1887.160979,699,0.5204762816429138,3.509040117263794
93575,1887.180983,699,0.5118251442909241,3.546435594558716
93595,1887.200993,705,0.4852309226989746,3.587770462036133
93615,1887.220991,705,0.45265495777130127,3.6152830123901367
93635,1887.239984,705,0.4675179421901703,3.6035919189453125
93655,1887.260977,697,0.4701083302497864,3.565485715866089
93675,1887.280975,697,0.4596903324127197,3.542651414871216
93695,1887.300980,701,0.5163013935089111,3.5211024284362793
93715,1887.320987,701,0.5978954434394836,3.4978044033050537
93735,1887.340985,702,0.5886715054512024,3.508824110031128
93755,1887.360980,702,0.5663976669311523,3.564211368560791
93775,1887.380975,699,0.6020039319992065,3.5044174194335938
93795,1887.400976,699,0.6016871929168701,3.477663993835449
93815,1887.420991,699,0.5244010090827942,3.509945869445801
93835,1887.440982,699,0.4716823399066925,3.4893665313720703
93855,1887.460979,699,0.5091212391853333,3.4925148487091064
93875,1887.480976,699,0.5586769580841064,3.4949514865875244
93895,1887.500978,699,0.56932532787323,3.471675157546997
93915,1887.520984,698,0.5313553214073181,3.430330991744995
93935,1887.540978,698,0.48863810300827026,3.470999002456665
93955,1887.560969,698,0.4896407723426819,3.4665756225585938
93975,1887.580973,698,0.4870392084121704,3.446718692779541
93995,1887.600973,699,0.4547034800052643,3.4715781211853027
94015,1887.620988,699,0.4363502562046051,3.5024771690368652
94035,1887.640975,700,0.38544997572898865,3.4973134994506836
94055,1887.660969,700,0.33987608551979065,3.5203588008880615
94075,1887.680972,697,0.39418280124664307,3.522768497467041
94095,1887.700967,697,0.4224891662597656,3.519010066986084
94115,1887.720978,698,0.3586607277393341,3.572906255722046
94135,1887.740977,698,0.3001352548599243,3.588365077972412
94155,1887.760969,703,0.3072133958339691,3.6337902545928955
94175,1887.780969,703,0.28715839982032776,3.613537311553955
94195,1887.800971,703,0.23378844559192657,3.612710952758789
94215,1887.820981,695,0.2205473929643631,3.614999532699585
94235,1887.840969,695,0.21258419752120972,3.5461244583129883
94255,1887.860968,697,0.1820831000804901,3.5708377361297607
94275,1887.880964,697,0.1276336908340454,3.5259804725646973
94295,1887.900964,701,0.13169941306114197,3.466607093811035
94315,1887.920972,701,0.14859309792518616,3.412292003631592
94335,1887.940974,699,0.12189656496047974,3.4284756183624268
94355,1887.960967,699,0.08708084374666214,3.4353277683258057
94375,1887.980972,696,0.060607921332120895,3.411205291748047
94395,1888.000965,696,0.03703257441520691,3.388620615005493
94415,1888.020970,697,0.024081993848085403,3.33374285697937
94435,1888.040988,697,0.012370572425425053,3.267578601837158
94455,1888.061008,697,-0.007846809923648834,3.24086594581604
94475,1888.080963,697,0.0012497600400820374,3.245222330093384
94495,1888.099965,697,-0.002947994042187929,3.2412617206573486
94515,1888.120972,695,-0.02424612268805504,3.21586275100708
94535,1888.140970,695,-0.025057660415768623,3.2193679809570312
94555,1888.160975,695,-0.01583268865942955,3.2271108627319336
94575,1888.179963,695,-0.027490390464663506,3.2176992893218994
94595,1888.200964,698,-0.08376692235469818,3.2409911155700684
94615,1888.219964,698,-0.12963159382343292,3.253199815750122
94635,1888.239961,694,-0.11347420513629913,3.273437023162842
94655,1888.259965,694,-0.1108885332942009,3.2649178504943848
94675,1888.280928,695,-0.12935137748718262,3.3024137020111084
94695,1888.299928,695,-0.1498396396636963,3.3223838806152344
94715,1888.319929,693,-0.19190235435962677,3.3082315921783447
94735,1888.339932,693,-0.2430897057056427,3.265180826187134
94755,1888.359927,693,-0.32640406489372253,3.294079065322876
94775,1888.379926,696,-0.33657145500183105,3.2832703590393066
94795,1888.399926,696,-0.28941798210144043,3.2276461124420166
94815,1888.419924,697,-0.29882535338401794,3.2559449672698975
94835,1888.439926,697,-0.33573541045188904,3.2513582706451416
94855,1888.459930,693,-0.3731940984725952,3.1924962997436523
94875,1888.479926,693,-0.41393187642097473,3.207953453063965
94895,1888.499925,695,-0.3852771818637848,3.163846254348755
94915,1888.519928,695,-0.3333999216556549,3.130115509033203
94935,1888.539924,700,-0.3348498046398163,3.1262922286987305
94955,1888.559926,700,-0.3952553868293762,3.13993763923645
94975,1888.579925,693,-0.44465842843055725,3.1144344806671143
94995,1888.599924,693,-0.4028811752796173,3.098261594772339
95015,1888.619922,690,-0.3621811270713806,3.0562539100646973
95035,1888.639951,690,-0.40068507194519043,3.058309555053711
95055,1888.659951,690,-0.4111707806587219,3.0753438472747803
95075,1888.679985,700,-0.34525763988494873,3.0768935680389404
95095,1888.698948,700,-0.3388810455799103,3.0543417930603027
95115,1888.719952,697,-0.37631556391716003,3.059162139892578
95135,1888.739952,697,-0.38630539178848267,3.0663089752197266
95155,1888.759944,696,-0.37491104006767273,3.07192325592041
95175,1888.779949,696,-0.3680752217769623,3.070249319076538
95195,1888.799946,694,-0.3832627534866333,3.0960638523101807
95215,1888.819960,694,-0.403924822807312,3.0824387073516846
95235,1888.839950,698,-0.41062048077583313,3.101393461227417
95255,1888.859947,698,-0.42682087421417236,3.084162473678589
95275,1888.879945,693,-0.4358443021774292,3.070331573486328
95295,1888.899980,693,-0.43299251794815063,3.071183443069458
95315,1888.919943,697,-0.44151216745376587,3.0606534481048584
95335,1888.939947,697,-0.47590139508247375,3.0933096408843994
95355,1888.959940,697,-0.49500641226768494,3.1062049865722656
95375,1888.979942,698,-0.5206347107887268,3.1023452281951904
95395,1888.999939,698,-0.5590851306915283,3.107489585876465
95415,1889.018942,695,-0.5488520860671997,3.1115000247955322
95435,1889.038941,695,-0.5273244380950928,3.0686464309692383
95455,1889.058940,694,-0.5013290047645569,3.0188684463500977
95475,1889.078940,694,-0.48031824827194214,3.0159895420074463
95495,1889.098937,695,-0.4793016016483307,3.0448336601257324
95515,1889.118946,695,-0.48376354575157166,3.0516653060913086
95535,1889.139942,697,-0.47520631551742554,3.0782573223114014
95555,1889.158939,697,-0.5086907744407654,3.065378427505493
95575,1889.178941,691,-0.5369932651519775,3.0550918579101562
95595,1889.198938,691,-0.5385545492172241,3.0136828422546387
95615,1889.219937,691,-0.4582899212837219,3.0027318000793457
95635,1889.238941,695,-0.3984525501728058,3.0078282356262207
95655,1889.258936,695,-0.39253395795822144,3.0335330963134766
95675,1889.279937,695,-0.40537115931510925,3.0245485305786133
95695,1889.298936,695,-0.4061690866947174,3.0169684886932373
95715,1889.318946,696,-0.4189910590648651,3.033719301223755
95735,1889.338940,696,-0.41652801632881165,3.063002109527588
95755,1889.358942,697,-0.3887562155723572,3.017326831817627
95775,1889.378933,697,-0.40395453572273254,2.9819986820220947
95795,1889.398936,695,-0.4356673061847687,2.970933198928833
95815,1889.418935,695,-0.42979079484939575,2.955850124359131
95835,1889.438933,693,-0.413329154253006,2.9341044425964355
95855,1889.458929,693,-0.3956633508205414,2.9620509147644043
95875,1889.478928,691,-0.38042300939559937,2.918562412261963
95895,1889.498932,691,-0.40039849281311035,2.886895179748535
95915,1889.519932,691,-0.4553741216659546,2.9152750968933105
95935,1889.538934,690,-0.4661574065685272,2.9014415740966797
95955,1889.558936,690,-0.4724466800689697,2.9328131675720215
95975,1889.578933,693,-0.4274037182331085,2.9487290382385254
95995,1889.598931,693,-0.3735203742980957,2.911182403564453
96015,1889.619930,696,-0.4137815237045288,2.8952267169952393
96035,1889.638930,696,-0.46535661816596985,2.899904727935791
96055,1889.658930,696,-0.43625354766845703,2.880730628967285
96075,1889.679930,696,-0.4167254567146301,2.875436305999756
96095,1889.699926,693,-0.45607122778892517,2.8675568103790283
96115,1889.719930,693,-0.5157313942909241,2.8492114543914795
96135,1889.739935,694,-0.4798889458179474,2.864288330078125
96155,1889.759881,694,-0.4224030375480652,2.8177525997161865
96175,1889.778881,695,-0.4572014808654785,2.837387800216675
96195,1889.799877,695,-0.5044414401054382,2.853503942489624
96215,1889.818874,695,-0.45335131883621216,2.7884364128112793
96235,1889.839875,697,-0.42783382534980774,2.750868558883667
96255,1889.858873,697,-0.46771040558815,2.7438573837280273
96275,1889.878877,689,-0.4952341616153717,2.7175755500793457
96295,1889.898890,689,-0.47876089811325073,2.750927686691284
96315,1889.918890,695,-0.45261648297309875,2.7048678398132324
96335,1889.938926,695,-0.4457300901412964,2.691890001296997
96355,1889.958924,692,-0.476879358291626,2.694164991378784
96375,1889.979924,692,-0.48746630549430847,2.6708645820617676
96395,1889.999922,694,-0.4910314381122589,2.679241895675659
96415,1890.019927,694,-0.49662142992019653,2.713374376296997
96435,1890.038920,695,-0.5338916182518005,2.711233615875244
96455,1890.058917,695,-0.5918875336647034,2.72651743888855
96475,1890.078917,695,-0.5972877144813538,2.728287696838379
96495,1890.098919,692,-0.5628989934921265,2.6983048915863037
96515,1890.118925,692,-0.5334383845329285,2.697305679321289
96535,1890.138922,693,-0.5452728867530823,2.7031404972076416
96555,1890.158923,693,-0.5594122409820557,2.677328586578369
96575,1890.177921,693,-0.5809892416000366,2.7104110717773438
96595,1890.197916,693,-0.5889483690261841,2.6848461627960205
96615,1890.218919,694,-0.53755784034729,2.6493961811065674
96635,1890.237924,694,-0.5424695014953613,2.6429646015167236
96655,1890.257931,689,-0.5720970034599304,2.6765143871307373
96675,1890.277915,689,-0.5362874865531921,2.6533050537109375
96695,1890.297914,692,-0.5125194787979126,2.6143479347229004
96715,1890.318918,692,-0.5750009417533875,2.653496026992798
96735,1890.337919,691,-0.6129974722862244,2.662754535675049
96755,1890.358944,691,-0.6019876003265381,2.653080463409424
96775,1890.378914,691,-0.5809773206710815,2.644960880279541
96795,1890.397911,693,-0.5811005234718323,2.5678155422210693
96815,1890.418912,693,-0.5544824600219727,2.5918898582458496
96835,1890.438923,692,-0.5447373986244202,2.6141915321350098
96855,1890.457931,692,-0.580564022064209,2.60416841506958
96875,1890.477907,695,-0.5920429229736328,2.604151487350464
96895,1890.498911,695,-0.5771179795265198,2.574796199798584
96915,1890.518912,691,-0.5408477783203125,2.580942153930664
96935,1890.537914,691,-0.5259395837783813,2.5621414184570312
96955,1890.557942,689,-0.5433876514434814,2.539663314819336
96975,1890.578907,689,-0.5779632925987244,2.5423319339752197
96995,1890.598910,692,-0.5855628252029419,2.5271761417388916
97015,1890.618914,692,-0.6366001963615417,2.4862842559814453
97035,1890.637859,690,-0.7063290476799011,2.461230754852295
97055,1890.657880,690,-0.695867121219635,2.455756425857544
97075,1890.677886,690,-0.6742451786994934,2.406245470046997
97095,1890.697875,693,-0.6882221698760986,2.4125869274139404
97115,1890.718863,693,-0.6500092148780823,2.3815624713897705
97135,1890.737865,695,-0.605470597743988,2.348398208618164
97155,1890.758873,695,-0.6030216217041016,2.2894439697265625
97175,1890.777888,696,-0.625848650932312,2.2529919147491455
97195,1890.798904,696,-0.6661036014556885,2.216783285140991
97215,1890.818901,692,-0.7368979454040527,2.1971962451934814
97235,1890.837908,692,-0.7982864379882812,2.2095651626586914
97255,1890.858900,695,-0.7762699127197266,2.1900081634521484
97275,1890.878901,695,-0.7617637515068054,2.159806966781616
97295,1890.898900,694,-0.8113018274307251,2.1091408729553223
97315,1890.918902,694,-0.9107028841972351,2.1496922969818115
97335,1890.937907,695,-0.9901695847511292,2.163426160812378
97355,1890.957900,695,-1.0804508924484253,2.128497838973999
97375,1890.977897,695,-1.1146903038024902,2.1163666248321533
97395,1890.997910,693,-1.1110397577285767,2.108311891555786
97415,1891.018904,693,-1.1447759866714478,2.1498043537139893
97435,1891.037903,692,-1.2601022720336914,2.201042413711548
97455,1891.057903,692,-1.381776213645935,2.2699530124664307
97475,1891.077894,688,-1.364973783493042,2.2825772762298584
97495,1891.097896,688,-1.3172227144241333,2.3007500171661377
97515,1891.118896,694,-1.3203537464141846,2.3259053230285645
97535,1891.137902,694,-1.3460114002227783,2.3457491397857666
97555,1891.157900,693,-1.3598870038986206,2.3961188793182373
97575,1891.177893,693,-1.4042384624481201,2.432898998260498
