cf_timestamp_ms,host_monotonic_s,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz
92806,1886.413048,-0.715969443321228,6.820852279663086,0.700337290763855,0.013721643015742302,-0.10498888790607452,-0.0030043835286051035
92826,1886.433016,-0.712507963180542,6.8284125328063965,0.6999804973602295,0.014853373169898987,-0.10390013456344604,-0.0032758391462266445
92846,1886.452021,-0.737370491027832,6.80992317199707,0.6999050378799438,0.01628929004073143,-0.1042584478855133,-0.004694235045462847
92866,1886.472018,-0.73863685131073,6.820100784301758,0.6997581720352173,0.012080739252269268,-0.10681715607643127,-0.007625551428645849
92886,1886.493013,-0.7384001612663269,6.817944049835205,0.6995968222618103,0.012414163909852505,-0.10932067036628723,-0.008191321976482868
92906,1886.512021,-0.7381104230880737,6.815746784210205,0.6994509100914001,0.01626472733914852,-0.10980880260467529,-0.006264029070734978
92926,1886.533016,-0.7370803952217102,6.812530994415283,0.6999578475952148,0.014977548271417618,-0.10899239778518677,-0.004076841752976179
92946,1886.553014,-0.7367869019508362,6.81035041809082,0.6998807191848755,0.015092780813574791,-0.10909325629472733,-0.0036603466141968966
92966,1886.573021,-0.7232993841171265,6.8198137283325195,0.699783980846405,0.015281569212675095,-0.11094263941049576,-0.003068783087655902
92986,1886.593018,-0.7183849811553955,6.768646240234375,0.6997243762016296,0.013201236724853516,-0.10750390589237213,-0.0029537079390138388
93006,1886.613014,-0.6953834891319275,6.744161605834961,0.6991271376609802,0.012373681180179119,-0.10643891990184784,-0.005196831654757261
93026,1886.632015,-0.7160942554473877,6.727964401245117,0.6990110278129578,0.013598132878541946,-0.10818132758140564,-0.006271308287978172
93046,1886.652011,-0.7155907154083252,6.683507919311523,0.698889434337616,0.01479329913854599,-0.10687288641929626,-0.004873254336416721
93066,1886.673013,-0.7322688102722168,6.664660453796387,0.698805570602417,0.015772292390465736,-0.10423290729522705,-0.004156680312007666
93086,1886.692013,-0.7319550514221191,6.662550926208496,0.6987370848655701,0.014091797173023224,-0.10388711094856262,-0.004718589596450329
93106,1886.712020,-0.7033587694168091,6.654415607452393,0.6986362338066101,0.01013656985014677,-0.10157011449337006,-0.005386026576161385
93126,1886.733011,-0.7034451961517334,6.652680397033691,0.6981873512268066,0.009877263568341732,-0.10081230103969574,-0.006105360575020313
93146,1886.753010,-0.7032554149627686,6.650694847106934,0.6980743408203125,0.008862386457622051,-0.09779372066259384,-0.00502590648829937
93166,1886.773024,-0.7029961943626404,6.648662090301514,0.6981378197669983,0.009440148249268532,-0.09707546979188919,-0.0016589505830779672
93186,1886.791017,-0.7028025984764099,6.646671772003174,0.6981086134910583,0.009611649438738823,-0.10220489650964737,-0.0017334045842289925
93206,1886.811019,-0.7026162147521973,6.64459753036499,0.6980684995651245,0.009328869171440601,-0.10450439155101776,-0.0019961318466812372
93226,1886.831012,-0.7019082307815552,6.641915321350098,0.698914110660553,0.010435241274535656,-0.10499028861522675,-0.001298760180361569
93246,1886.851010,-0.728198766708374,6.6086106300354,0.6988619565963745,0.011164241470396519,-0.10126182436943054,-0.00361750484444201
93266,1886.871017,-0.7052119970321655,6.59050178527832,0.6982386112213135,0.009568673558533192,-0.10130374878644943,-0.0041378941386938095
93286,1886.891011,-0.7050045132637024,6.588479042053223,0.6981629729270935,0.011076923459768295,-0.1010618805885315,-0.0033668202813714743
93306,1886.912013,-0.6988730430603027,6.581701278686523,0.6976678371429443,0.009974353946745396,-0.10045242309570312,-0.005831296555697918
93326,1886.933009,-0.698693573474884,6.579668998718262,0.6975299715995789,0.00883300881832838,-0.10360299050807953,-0.007563477382063866
93346,1886.951006,-0.6974529027938843,6.578968048095703,0.6974820494651794,0.013269861228764057,-0.10659097135066986,-0.0056135207414627075
93366,1886.971015,-0.7428914904594421,6.501314163208008,0.6973751783370972,0.017934292554855347,-0.09703648835420609,-0.005938808899372816
93386,1886.991017,-0.7425900101661682,6.499392032623291,0.6971346139907837,0.014867246150970459,-0.09919017553329468,-0.009807710535824299
93406,1887.011040,-0.7423028349876404,6.497384548187256,0.6969165802001953,0.01458593737334013,-0.10196207463741302,-0.011514926329255104
93426,1887.031000,-0.741719126701355,6.494837760925293,0.6976270079612732,0.01625695265829563,-0.10532429069280624,-0.008337796665728092
93446,1887.050997,-0.6929540634155273,6.519876956939697,0.6974965333938599,0.012186006642878056,-0.10914253443479538,-0.004105840343981981
93466,1887.071016,-0.7374486327171326,6.466841220855713,0.6974772214889526,0.022505484521389008,-0.10247398912906647,0.0018652250291779637
93486,1887.091015,-0.7510485053062439,6.450697898864746,0.6975908279418945,0.027424968779087067,-0.1048772856593132,0.005091711413115263
93506,1887.111006,-0.7311732172966003,6.441331386566162,0.69769686460495,0.02351394109427929,-0.10475245118141174,0.005186069291085005
93526,1887.130993,-0.7252044677734375,6.45058012008667,0.6985225081443787,0.0208880677819252,-0.10949070751667023,0.004150133579969406
93546,1887.150997,-0.7204157710075378,6.38485050201416,0.6985801458358765,0.01867704465985298,-0.10411150753498077,0.002044841181486845
93566,1887.171000,-0.7128481268882751,6.408979415893555,0.6984564065933228,0.016754671931266785,-0.1065031886100769,0.001590886851772666
93586,1887.191020,-0.7208884358406067,6.382927417755127,0.6984797120094299,0.01516885869204998,-0.10378722101449966,0.0005876388750039041
93606,1887.211008,-0.715671956539154,6.385009288787842,0.6994539499282837,0.01161628495901823,-0.10444353520870209,0.0006074593984521925
93626,1887.230996,-0.7116726636886597,6.388346195220947,0.6994296908378601,0.008885088376700878,-0.10483106970787048,-0.0030746960546821356
93646,1887.250997,-0.7118979096412659,6.386464595794678,0.6986548900604248,0.009028322994709015,-0.10684137791395187,-0.006191869266331196
93666,1887.270999,-0.7140401005744934,6.360683441162109,0.6985373497009277,0.00838983803987503,-0.10468524694442749,-0.005522784311324358
93686,1887.290999,-0.7143591046333313,6.365755558013916,0.6986460089683533,0.010169756598770618,-0.10312506556510925,-0.004284630995243788
93706,1887.310995,-0.7159351110458374,6.324559688568115,0.6985563039779663,0.011652928777039051,-0.09558073431253433,-0.004864546936005354
93726,1887.330992,-0.7176921367645264,6.29290771484375,0.698853075504303,0.014011288993060589,-0.09250903874635696,-0.003565677208825946
93746,1887.350990,-0.7122408747673035,6.2957658767700195,0.6987655162811279,0.013207243755459785,-0.091208316385746,-0.005763743072748184
93766,1887.370997,-0.7087814211845398,6.296462059020996,0.6986045837402344,0.009571208618581295,-0.09237390011548996,-0.010294528678059578
93786,1887.390988,-0.7145168781280518,6.271730899810791,0.6981650590896606,0.010858605615794659,-0.09136170893907547,-0.012920060195028782
93806,1887.411031,-0.7123787999153137,6.276060581207275,0.6979227066040039,0.014044755138456821,-0.0947430431842804,-0.01155651081353426
93826,1887.430991,-0.7120968699455261,6.274156093597412,0.6976271271705627,0.014150997623801231,-0.09522885829210281,-0.011460095643997192
93846,1887.450988,-0.6942583918571472,6.296760559082031,0.6974029541015625,0.012552602216601372,-0.09507429599761963,-0.01076751109212637
93866,1887.470995,-0.693974494934082,6.294909477233887,0.6972947716712952,0.01331316214054823,-0.09205564856529236,-0.008602713234722614
93886,1887.490991,-0.6937126517295837,6.293068885803223,0.6971308588981628,0.012364165857434273,-0.0924622118473053,-0.008494868874549866
93906,1887.511012,-0.6934801340103149,6.291173458099365,0.6968958973884583,0.013089679181575775,-0.0960046648979187,-0.00958021730184555
93926,1887.530989,-0.6931904554367065,6.289249420166016,0.6967234015464783,0.01577327959239483,-0.09630833566188812,-0.0076786126010119915
93946,1887.550988,-0.6928690671920776,6.287339210510254,0.6966049075126648,0.015265350230038166,-0.09484340995550156,-0.006639785133302212
93966,1887.570994,-0.6917532682418823,6.292443752288818,0.6964815258979797,0.015165239572525024,-0.09619102627038956,-0.005979242734611034
93986,1887.590992,-0.6913555264472961,6.290454864501953,0.696600079536438,0.018038956448435783,-0.09880845248699188,-0.005002327263355255
94006,1887.611079,-0.700606644153595,6.279780864715576,0.6964959502220154,0.02052382379770279,-0.10016222298145294,-0.005883699283003807
94026,1887.631006,-0.7000812888145447,6.277804374694824,0.6967695355415344,0.020144134759902954,-0.10451900213956833,-0.006682367529720068
94046,1887.651990,-0.6996789574623108,6.275702953338623,0.696631133556366,0.019973840564489365,-0.10470384359359741,-0.007018198724836111
94066,1887.671991,-0.6820604801177979,6.277320861816406,0.6964887976646423,0.016882941126823425,-0.10224638879299164,-0.00737808458507061
94086,1887.690989,-0.6817114949226379,6.275285720825195,0.6961702108383179,0.018296418711543083,-0.10150925815105438,-0.00681325001642108
94106,1887.710994,-0.6934021711349487,6.253071308135986,0.6960543990135193,0.021300069987773895,-0.09797173738479614,-0.005284550599753857
94126,1887.730986,-0.686948835849762,6.291647434234619,0.6960316896438599,0.01939987950026989,-0.10589317232370377,-0.0061828019097447395
94146,1887.750981,-0.6974772810935974,6.279713153839111,0.6958904266357422,0.022027580067515373,-0.1015973761677742,-0.008281953632831573
94166,1887.770988,-0.6967254281044006,6.277743339538574,0.6968037486076355,0.018904518336057663,-0.10413273423910141,-0.009514906443655491
94186,1887.790990,-0.6963629126548767,6.275633335113525,0.6965975165367126,0.017933057621121407,-0.1059761717915535,-0.010858188383281231
94206,1887.810987,-0.6961748600006104,6.273633003234863,0.6958336234092712,0.015550510957837105,-0.10259593278169632,-0.014398726634681225
94226,1887.830981,-0.6959011554718018,6.2716217041015625,0.6955277323722839,0.012453071773052216,-0.09889468550682068,-0.015862641856074333
94246,1887.851013,-0.6956340670585632,6.269662380218506,0.6952769756317139,0.014012880623340607,-0.09708316624164581,-0.016218384727835655
94266,1887.870983,-0.6953736543655396,6.267723560333252,0.694952130317688,0.011786307208240032,-0.09730064868927002,-0.016400204971432686
94286,1887.890983,-0.6863150596618652,6.255553722381592,0.6955549120903015,0.008011303842067719,-0.09418807178735733,-0.014612126164138317
94306,1887.910990,-0.686164140701294,6.253674030303955,0.6952713131904602,0.007358699105679989,-0.09445931017398834,-0.01348558533936739
94326,1887.930978,-0.6770510077476501,6.2383856773376465,0.6950348019599915,0.008604073897004128,-0.0923655778169632,-0.010133056901395321
94346,1887.950980,-0.6768822073936462,6.2365336418151855,0.6953509449958801,0.007472067605704069,-0.09295275807380676,-0.008413290604948997
94366,1887.970983,-0.679295539855957,6.2158379554748535,0.6951884627342224,0.0071922955103218555,-0.08830207586288452,-0.007762080989778042
94386,1887.990983,-0.6783410310745239,6.219437599182129,0.6949202418327332,0.006152212619781494,-0.09253594279289246,-0.00966764148324728
94406,1888.010981,-0.6831098198890686,6.182702541351318,0.6947120428085327,0.005790343973785639,-0.0870865061879158,-0.010927021503448486
94426,1888.030980,-0.6841704249382019,6.19647741317749,0.6947492361068726,0.005686475429683924,-0.09346643090248108,-0.009655050933361053
94446,1888.050977,-0.685749888420105,6.1779069900512695,0.6945710182189941,0.0072387820109725,-0.09001892805099487,-0.008161147125065327
94466,1888.070993,-0.6758078336715698,6.175140380859375,0.6947076916694641,0.006544454488903284,-0.0879618301987648,-0.0055115013383328915
94486,1888.090991,-0.6756725907325745,6.173392295837402,0.6946123838424683,0.006868328899145126,-0.0872797891497612,-0.004351020324975252
94506,1888.110010,-0.675565779209137,6.171627998352051,0.6944137811660767,0.0070783402770757675,-0.08735284209251404,-0.004731649532914162
94526,1888.130979,-0.6757755875587463,6.160150527954102,0.694316029548645,0.009800010360777378,-0.08592105656862259,-0.005004359409213066
94546,1888.150974,-0.6738834977149963,6.1503190994262695,0.694165050983429,0.012591851875185966,-0.08715695887804031,-0.005340164992958307
94566,1888.170978,-0.6721392273902893,6.141103744506836,0.6940454840660095,0.014603112824261189,-0.0899396613240242,-0.006860770750790834
94586,1888.190978,-0.6718170642852783,6.139444828033447,0.6944318413734436,0.017302678897976875,-0.09332440793514252,-0.007050397805869579
