Timestamp,sensorFilter.flowLocal,sensorFilter.surfBaroD,sensorFilter.surfCand,sensorFilter.surfCandInn,sensorFilter.surfClear,sensorFilter.surfN,sensorFilter.surfOffset
5987471,0,0.0,0.0,0.3020493984222412,0.6289231181144714,0,0.0
5987491,0,0.0,0.0,0.49797073006629944,0.6318589448928833,0,0.0
5987511,0,0.0,0.0,0.49797073006629944,0.6318589448928833,0,0.0
5987531,0,0.0,0.0,0.06269697099924088,0.6308599710464478,0,0.0
5987551,0,0.0,0.0,0.06269697099924088,0.6308599710464478,0,0.0
5987571,0,0.0,0.0,0.06269697099924088,0.6308599710464478,0,0.0
5987591,0,0.0,0.0,1.0243687629699707,0.632864773273468,0,0.0
5987611,0,0.0,0.0,1.0243687629699707,0.632864773273468,0,0.0
5987631,0,0.0,0.0,1.8111131191253662,0.633925199508667,0,0.0
5987651,0,0.0,0.0,1.8111131191253662,0.633925199508667,0,0.0
5987671,0,0.0,0.0,0.39619308710098267,0.6289279460906982,0,0.0
5987691,0,0.0,0.0,0.39619308710098267,0.6289279460906982,0,0.0
5987711,0,0.0,0.0,0.3704962730407715,0.6319266557693481,0,0.0
5987731,0,0.0,0.0,0.3704962730407715,0.6319266557693481,0,0.0
5987751,0,0.0,0.0,0.3421991765499115,0.6288731098175049,0,0.0
5987771,0,0.0,0.0,0.3421991765499115,0.6288731098175049,0,0.0
5987791,0,0.0,0.0,0.012380283325910568,0.6298646926879883,0,0.0
5987811,0,0.0,0.0,0.012380283325910568,0.6298646926879883,0,0.0
5987831,0,0.0,0.0,0.012380283325910568,0.6298646926879883,0,0.0
5987851,0,0.0,0.0,0.06166914105415344,0.6308558583259583,0,0.0
5987871,0,0.0,0.0,0.06166914105415344,0.6308558583259583,0,0.0
5987891,0,0.0,0.0,0.2630489468574524,0.6288517117500305,0,0.0
5987911,0,0.0,0.0,0.2630489468574524,0.6288517117500305,0,0.0
5987931,0,0.0,0.0,0.6024919748306274,0.6319063305854797,0,0.0
5987951,0,0.0,0.0,0.6024919748306274,0.6319063305854797,0,0.0
5987971,0,0.0,0.0,3.383249282836914,0.6349081993103027,0,0.0
5987991,0,0.0,0.0,3.383249282836914,0.6349081993103027,0,0.0
5988011,0,0.0,0.0,2.6272406578063965,0.6349230408668518,0,0.0
5988031,0,0.0,0.0,2.6272406578063965,0.6349230408668518,0,0.0
5988051,0,0.0,0.0,0.14111649990081787,0.6298754811286926,0,0.0
5988071,0,0.0,0.0,0.14111649990081787,0.6298754811286926,0,0.0
5988091,0,0.0,0.0,0.7441582679748535,0.6328685879707336,0,0.0
5988111,0,0.0,0.0,0.7441582679748535,0.6328685879707336,0,0.0
5988131,0,0.0,0.0,0.7441582679748535,0.6328685879707336,0,0.0
5988151,0,0.0,0.0,0.09928015619516373,0.6298727989196777,0,0.0
5988171,0,0.0,0.0,0.09928015619516373,0.6298727989196777,0,0.0
5988191,0,0.0,0.0,0.7494264245033264,0.6328694224357605,0,0.0
5988211,0,0.0,0.0,0.7494264245033264,0.6328694224357605,0,0.0
5988231,0,0.0,0.0,0.5605971217155457,0.6329314112663269,0,0.0
5988251,0,0.0,0.0,0.5605971217155457,0.6329314112663269,0,0.0
