Timestamp,sensorFilter.baro0,sensorFilter.baroDDec,sensorFilter.baroDec,sensorFilter.surfReason,sensorFilter.surfState
5990591,0.0,0.0,0.0,0,0
5990611,0.0,0.0,0.0,0,0
5990631,0.0,0.0,0.0,0,0
5990651,0.0,0.0,0.0,0,0
5990671,0.0,0.0,0.0,0,0
5990691,0.0,0.0,0.0,0,0
5990711,0.0,0.0,0.0,0,0
5990731,0.0,0.0,0.0,0,0
5990751,0.0,0.0,0.0,0,0
5990771,0.0,0.0,0.0,0,0
5990791,0.0,0.0,0.0,0,0
5990811,0.0,0.0,0.0,0,0
5990831,0.0,0.0,0.0,0,0
5990851,0.0,0.0,0.0,0,0
5990871,0.0,0.0,0.0,0,0
5990891,0.0,0.0,0.0,0,0
5990911,0.0,0.0,0.0,0,0
5990931,0.0,0.0,0.0,0,0
5990951,0.0,0.0,0.0,0,0
5990971,0.0,0.0,0.0,0,0
5990991,0.0,0.0,0.0,0,0
5991011,0.0,0.0,0.0,0,0
5991031,0.0,0.0,0.0,0,0
5991051,0.0,0.0,0.0,0,0
5991071,0.0,0.0,0.0,0,0
5991091,0.0,0.0,0.0,0,0
5991111,0.0,0.0,0.0,0,0
5991131,0.0,0.0,0.0,0,0
5991151,0.0,0.0,0.0,0,0
5991171,0.0,0.0,0.0,0,0
5991191,0.0,0.0,0.0,0,0
5991211,0.0,0.0,0.0,0,0
5991231,0.0,0.0,0.0,0,0
5991251,0.0,0.0,0.0,0,0
5991271,0.0,0.0,0.0,0,0
5991291,0.0,0.0,0.0,0,0
5991311,0.0,0.0,0.0,0,0
5991331,0.0,0.0,0.0,0,0
5991351,0.0,0.0,0.0,0,0
5991371,0.0,0.0,0.0,0,0
5991391,0.0,0.0,0.0,0,0
5991411,0.0,0.0,0.0,0,0
5991431,0.0,0.0,0.0,0,0
5991451,0.0,0.0,0.0,0,0
5991471,0.0,0.0,0.0,0,0
5991491,0.0,0.0,0.0,0,0
5991511,0.0,0.0,0.0,0,0
5991531,0.0,0.0,0.0,0,0
5991551,0.0,0.0,0.0,0,0
5991571,0.0,0.0,0.0,0,0
5991591,0.0,0.0,0.0,0,0
5991611,0.0,0.0,0.0,0,0
5991631,0.0,0.0,0.0,0,0
5991651,0.0,0.0,0.0,0,0
5991671,0.0,0.0,0.0,0,0
5991691,0.0,0.0,0.0,0,0
5991711,0.0,0.0,0.0,0,0
5991731,0.0,0.0,0.0,0,0
5991751,0.0,0.0,0.0,0,0
5991771,0.0,0.0,0.0,0,0
5991791,0.0,0.0,0.0,0,0
5991811,0.0,0.0,0.0,0,0
5991831,0.0,0.0,0.0,0,0
5991851,0.0,0.0,0.0,0,0
5991871,0.0,0.0,0.0,0,0
5991891,0.0,0.0,0.0,0,0
5991911,0.0,0.0,0.0,0,0
5991931,0.0,0.0,0.0,0,0
5991951,0.0,0.0,0.0,0,0
5991971,0.0,0.0,0.0,0,0
5991991,0.0,0.0,0.0,0,0
5992011,0.0,0.0,0.0,0,0
5992031,0.0,0.0,0.0,0,0
5992051,0.0,0.0,0.0,0,0
5992071,0.0,0.0,0.0,0,0
5992091,0.0,0.0,0.0,0,0
5992111,0.0,0.0,0.0,0,0
5992131,0.0,0.0,0.0,0,0
5992151,0.0,0.0,0.0,0,0
5992171,0.0,0.0,0.0,0,0
5992191,0.0,0.0,0.0,0,0
5992211,0.0,0.0,0.0,0,0
5992231,0.0,0.0,0.0,0,0
5992251,0.0,0.0,0.0,0,0
5992271,0.0,0.0,0.0,0,0
5992291,0.0,0.0,0.0,0,0
5992311,0.0,0.0,0.0,0,0
5992331,0.0,0.0,0.0,0,0
5992351,0.0,0.0,0.0,0,0
5992371,0.0,0.0,0.0,0,0
5992391,0.0,0.0,0.0,0,0
5992411,0.0,0.0,0.0,0,0
5992431,0.0,0.0,0.0,0,0
5992451,0.0,0.0,0.0,0,0
5992471,0.0,0.0,0.0,0,0
5992491,0.0,0.0,0.0,0,0
5992511,0.0,0.0,0.0,0,0
5992531,0.0,0.0,0.0,0,0
5992551,0.0,0.0,0.0,0,0
5992571,0.0,0.0,0.0,0,0
5992591,0.0,0.0,0.0,0,0
5992611,0.0,0.0,0.0,0,0
5992631,0.0,0.0,0.0,0,0
5992651,0.0,0.0,0.0,0,0
5992671,0.0,0.0,0.0,0,0
5992691,0.0,0.0,0.0,0,0
5992711,0.0,0.0,0.0,0,0
5992731,0.0,0.0,0.0,0,0
5992751,0.0,0.0,0.0,0,0
5992771,0.0,0.0,0.0,0,0
5992791,0.0,0.0,0.0,0,0
5992811,0.0,0.0,0.0,0,0
5992831,0.0,0.0,0.0,0,0
5992851,0.0,0.0,0.0,0,0
5992871,0.0,0.0,0.0,0,0
5992891,0.0,0.0,0.0,0,0
5992911,0.0,0.0,0.0,0,0
5992931,0.0,0.0,0.0,0,0
5992951,0.0,0.0,0.0,0,0
5992971,0.0,0.0,0.0,0,0
5992991,0.0,0.0,0.0,0,0
5993011,0.0,0.0,0.0,0,0
5993031,0.0,0.0,0.0,0,0
5993051,0.0,0.0,0.0,0,0
5993071,0.0,0.0,0.0,0,0
5993091,0.0,0.0,0.0,0,0
5993111,0.0,0.0,0.0,0,0
5993131,0.0,0.0,0.0,0,0
5993151,0.0,0.0,0.0,0,0
5993171,0.0,0.0,0.0,0,0
5993191,0.0,0.0,0.0,0,0
5993211,0.0,0.0,0.0,0,0
5993231,0.0,0.0,0.0,0,0
5993251,0.0,0.0,0.0,0,0
5993271,0.0,0.0,0.0,0,0
5993291,0.0,0.0,0.0,0,0
5993311,0.0,0.0,0.0,0,0
5993331,0.0,0.0,0.0,0,0
5993351,0.0,0.0,0.0,0,0
5993371,0.0,0.0,0.0,0,0
5993391,0.0,0.0,0.0,0,0
5993411,0.0,0.0,0.0,0,0
5993431,0.0,0.0,0.0,0,0
5993451,0.0,0.0,0.0,0,0
5993471,0.0,0.0,0.0,0,0
5993491,0.0,0.0,0.0,0,0
5993511,0.0,0.0,0.0,0,0
5993531,0.0,0.0,0.0,0,0
5993551,0.0,0.0,0.0,0,0
5993571,0.0,0.0,0.0,0,0
5993591,0.0,0.0,0.0,0,0
5993611,0.0,0.0,0.0,0,0
5993631,0.0,0.0,0.0,0,0
5993651,0.0,0.0,0.0,0,0
5993671,0.0,0.0,0.0,0,0
5993691,0.0,0.0,0.0,0,0
5993711,0.0,0.0,0.0,0,0
5993731,0.0,0.0,0.0,0,0
5993751,0.0,0.0,0.0,0,0
5993771,0.0,0.0,0.0,0,0
5993791,0.0,0.0,0.0,0,0
5993811,0.0,0.0,0.0,0,0
5993831,0.0,0.0,0.0,0,0
