Timestamp,sensorFilter.baroAge,sensorFilter.baroLag,sensorFilter.baroSeen,sensorFilter.lateElig,sensorFilter.tofAge
5992649,3,5,1,0,1
5992669,6,11,1,0,1
5992689,6,11,1,0,1
5992709,10,19,1,0,1
5992729,10,19,1,0,1
5992749,13,25,1,0,1
5992769,13,25,1,0,1
5992789,15,31,1,0,0
5992809,15,31,1,0,0
5992829,18,35,1,0,0
5992849,18,35,1,0,0
5992869,18,35,1,0,0
5992889,1,1,1,0,0
5992909,1,1,1,0,0
5992929,4,7,1,0,0
5992949,4,7,1,0,0
5992969,7,13,1,0,0
5992989,7,13,1,0,0
5993009,10,19,1,0,0
5993029,10,19,1,0,0
5993049,11,25,1,0,4294967295
5993069,11,25,1,0,4294967295
5993089,15,31,1,0,0
5993109,15,31,1,0,0
5993129,18,37,1,0,0
5993149,18,37,1,0,0
5993169,18,37,1,0,0
5993189,2,3,1,0,1
5993209,2,3,1,0,1
5993229,4,9,1,0,0
5993249,4,9,1,0,0
5993269,8,15,1,0,1
5993289,8,15,1,0,1
5993309,11,21,1,0,1
5993329,11,21,1,0,1
5993349,14,27,1,0,1
5993369,14,27,1,0,1
5993389,17,33,1,0,1
5993409,17,33,1,0,1
5993429,17,33,1,0,1
5993449,20,39,1,0,1
5993469,20,39,1,0,1
5993489,2,5,1,0,0
5993509,2,5,1,0,0
5993529,6,11,1,0,1
5993549,6,11,1,0,1
5993569,10,19,1,0,1
5993589,10,19,1,0,1
5993609,12,25,1,0,0
5993629,12,25,1,0,0
5993649,16,31,1,0,1
5993669,16,31,1,0,1
5993689,16,31,1,0,1
5993709,19,37,1,0,1
5993729,19,37,1,0,1
5993749,1,3,1,0,0
5993769,1,3,1,0,0
5993789,4,7,1,0,0
5993809,4,7,1,0,0
5993829,7,13,1,0,0
5993849,7,13,1,0,0
5993869,10,19,1,0,0
5993889,10,19,1,0,0
5993909,13,25,1,0,0
5993929,13,25,1,0,0
5993949,15,31,1,0,0
5993969,15,31,1,0,0
5993989,15,31,1,0,0
5994009,18,37,1,0,0
5994029,18,37,1,0,0
5994049,1,3,1,0,0
5994069,1,3,1,0,0
5994089,4,9,1,0,0
5994109,4,9,1,0,0
5994129,8,15,1,0,1
5994149,8,15,1,0,1
5994169,11,21,1,0,1
5994189,11,21,1,0,1
5994209,14,27,1,0,1
5994229,14,27,1,0,1
5994249,17,33,1,0,1
5994269,17,33,1,0,1
5994289,17,33,1,0,1
5994309,20,39,1,0,1
5994329,20,39,1,0,1
5994349,3,5,1,0,1
5994369,3,5,1,0,1
5994389,6,11,1,0,0
5994409,6,11,1,0,0
5994429,10,19,1,0,1
5994449,10,19,1,0,1
5994469,12,25,1,0,0
5994489,12,25,1,0,0
5994509,16,31,1,0,1
5994529,16,31,1,0,1
5994549,16,31,1,0,1
5994569,19,37,1,0,1
5994589,19,37,1,0,1
5994609,2,3,1,0,1
5994629,2,3,1,0,1
5994649,5,9,1,0,1
5994669,5,9,1,0,1
5994689,8,15,1,0,1
5994709,8,15,1,0,1
5994729,10,19,1,0,0
5994749,10,19,1,0,0
5994769,13,25,1,0,0
5994789,13,25,1,0,0
5994809,16,31,1,0,0
5994829,16,31,1,0,0
5994849,16,31,1,0,0
5994869,19,37,1,0,0
5994889,19,37,1,0,0
5994909,1,3,1,0,0
5994929,1,3,1,0,0
5994949,4,9,1,0,0
5994969,4,9,1,0,0
5994989,7,15,1,0,0
5995009,7,15,1,0,0
5995029,9,19,1,0,0
5995049,9,19,1,0,0
5995069,12,23,1,0,1
5995089,12,23,1,0,1
5995109,14,27,1,0,1
5995129,14,27,1,0,1
5995149,16,31,1,0,1
5995169,16,31,1,0,1
5995189,16,31,1,0,1
5995209,18,35,1,0,1
5995229,18,35,1,0,1
5995249,20,39,1,0,1
5995269,20,39,1,0,1
5995289,3,5,1,0,1
5995309,3,5,1,0,1
5995329,6,11,1,0,1
5995349,6,11,1,0,1
5995369,9,17,1,0,1
5995389,9,17,1,0,1
5995409,11,21,1,0,1
5995429,11,21,1,0,1
5995449,12,25,1,0,0
5995469,12,25,1,0,0
5995489,15,29,1,0,1
5995509,15,29,1,0,1
5995529,15,29,1,0,1
5995549,18,35,1,0,1
5995569,18,35,1,0,1
5995589,19,39,1,0,0
5995609,19,39,1,0,0
5995629,1,1,1,0,0
5995649,1,1,1,0,0
5995669,3,5,1,0,0
5995689,3,5,1,0,0
5995709,5,9,1,0,0
5995729,5,9,1,0,0
5995749,7,13,1,0,0
5995769,7,13,1,0,0
5995789,8,17,1,0,0
5995809,8,17,1,0,0
5995829,10,21,1,0,0
5995849,10,21,1,0,0
5995869,12,25,1,0,0
5995889,12,25,1,0,0
5995909,14,29,1,0,0
5995929,14,29,1,0,0
5995949,14,29,1,0,0
5995969,16,33,1,0,0
5995989,16,33,1,0,0
5996009,19,39,1,0,0
5996029,19,39,1,0,0
5996049,2,3,1,0,1
5996069,2,3,1,0,1
5996089,4,7,1,0,1
5996109,4,7,1,0,1
5996129,7,13,1,0,1
5996149,7,13,1,0,1
5996169,9,17,1,0,1
5996189,9,17,1,0,1
5996209,11,21,1,0,1
5996229,11,21,1,0,1
5996249,14,27,1,0,1
5996269,14,27,1,0,1
5996289,14,27,1,0,1
5996309,17,33,1,0,1
5996329,17,33,1,0,1
5996349,19,37,1,0,1
5996369,19,37,1,0,1
5996389,0,1,1,0,0
5996409,0,1,1,0,0
5996429,4,7,1,0,1
5996449,4,7,1,0,1
5996469,6,11,1,0,0
5996489,6,11,1,0,0
5996509,8,17,1,0,0
5996529,8,17,1,0,0
5996549,10,19,1,0,0
5996569,10,19,1,0,0
5996589,12,23,1,0,0
5996609,12,23,1,0,0
5996629,14,27,1,0,0
5996649,14,27,1,0,0
5996669,14,27,1,0,0
5996689,16,31,1,0,0
5996709,16,31,1,0,0
5996729,18,37,1,0,0
5996749,18,37,1,0,0
5996769,0,1,1,0,0
5996789,0,1,1,0,0
5996809,2,5,1,0,0
5996829,2,5,1,0,0
5996849,4,9,1,0,0
5996869,4,9,1,0,0
5996889,8,15,1,0,1
5996909,8,15,1,0,1
5996929,10,19,1,0,1
5996949,10,19,1,0,1
5996969,12,23,1,0,1
5996989,12,23,1,0,1
5997009,14,27,1,0,1
5997029,14,27,1,0,1
5997049,14,27,1,0,1
5997069,16,31,1,0,1
5997089,16,31,1,0,1
5997109,19,37,1,0,1
5997129,19,37,1,0,1
5997149,2,3,1,0,1
5997169,2,3,1,0,1
5997189,5,9,1,0,1
5997209,5,9,1,0,1
5997229,8,15,1,0,1
5997249,8,15,1,0,1
5997269,10,19,1,0,1
5997289,10,19,1,0,1
5997309,13,25,1,0,1
5997329,13,25,1,0,1
5997349,13,25,1,0,1
5997369,16,31,1,0,0
5997389,16,31,1,0,0
5997409,19,37,1,0,1
5997429,19,37,1,0,1
5997449,20,41,1,0,0
5997469,20,41,1,0,0
5997489,2,3,1,0,0
5997509,2,3,1,0,0
5997529,5,9,1,0,1
5997549,5,9,1,0,1
5997569,7,13,1,0,0
5997589,7,13,1,0,0
5997609,9,17,1,0,0
5997629,9,17,1,0,0
5997649,10,21,1,0,0
5997669,10,21,1,0,0
5997689,12,25,1,0,0
5997709,12,25,1,0,0
5997729,12,25,1,0,0
5997749,14,29,1,0,0
5997769,14,29,1,0,0
5997789,16,33,1,0,0
5997809,16,33,1,0,0
5997829,20,39,1,0,1
5997849,20,39,1,0,1
5997869,2,3,1,0,1
5997889,2,3,1,0,1
5997909,4,7,1,0,1
5997929,4,7,1,0,1
5997949,7,13,1,0,1
5997969,7,13,1,0,1
5997989,9,17,1,0,1
5998009,9,17,1,0,1
5998029,11,21,1,0,1
5998049,11,21,1,0,1
5998069,11,21,1,0,1
5998089,14,27,1,0,1
5998109,14,27,1,0,1
5998129,17,33,1,0,1
5998149,17,33,1,0,1
5998169,19,37,1,0,1
5998189,19,37,1,0,1
5998209,1,1,1,0,1
5998229,1,1,1,0,1
5998249,4,7,1,0,1
5998269,4,7,1,0,1
5998289,7,13,1,1,1
5998309,7,13,1,1,1
5998329,8,15,1,1,0
5998349,8,15,1,1,0
5998369,10,21,1,0,0
5998389,10,21,1,0,0
5998409,12,23,1,0,0
5998429,12,23,1,0,0
5998449,12,23,1,0,0
5998469,14,27,1,0,0
5998489,14,27,1,0,0
5998509,16,31,1,0,0
5998529,16,31,1,0,0
5998549,19,37,1,0,0
5998569,19,37,1,0,0
5998589,0,1,1,0,0
5998609,0,1,1,0,0
5998629,2,5,1,0,0
5998649,2,5,1,0,0
5998669,5,11,1,0,0
5998689,5,11,1,0,0
5998709,8,17,1,0,0
5998729,8,17,1,0,0
5998749,10,21,1,0,0
5998769,10,21,1,0,0
5998789,13,25,1,0,1
5998809,13,25,1,0,1
5998829,13,25,1,0,1
5998849,16,31,1,0,1
5998869,16,31,1,0,1
5998889,19,37,1,0,1
5998909,19,37,1,0,1
5998929,0,1,1,0,0
5998949,0,1,1,0,0
5998969,2,5,1,0,0
5998989,2,5,1,0,0
5999009,6,11,1,0,0
5999029,6,11,1,0,0
5999049,9,17,1,0,1
5999069,9,17,1,0,1
5999089,11,21,1,0,1
5999109,11,21,1,0,1
5999129,11,21,1,0,1
5999149,13,25,1,0,1
5999169,13,25,1,0,1
5999189,16,31,1,0,1
5999209,16,31,1,0,1
5999229,18,37,1,0,0
5999249,18,37,1,0,0
5999269,20,41,1,0,0
5999289,20,41,1,0,0
5999309,2,5,1,0,4294967295
5999329,2,5,1,0,4294967295
5999349,5,9,1,0,0
5999369,5,9,1,0,0
5999389,7,13,1,0,0
5999409,7,13,1,0,0
5999429,9,17,1,0,0
5999449,9,17,1,0,0
5999469,10,21,1,0,0
5999489,10,21,1,0,0
5999509,10,21,1,0,0
5999529,12,25,1,0,0
5999549,12,25,1,0,0
5999569,14,29,1,0,0
5999589,14,29,1,0,0
5999609,16,33,1,0,0
5999629,16,33,1,0,0
5999649,18,37,1,0,0
5999669,18,37,1,0,0
5999689,1,1,1,0,1
5999709,1,1,1,0,1
5999729,3,5,1,0,1
5999749,3,5,1,0,1
5999769,5,9,1,0,1
5999789,5,9,1,0,1
5999809,7,13,1,0,1
5999829,7,13,1,0,1
5999849,10,19,1,0,1
5999869,10,19,1,0,1
5999889,10,19,1,0,1
5999909,13,25,1,0,1
5999929,13,25,1,0,1
5999949,16,31,1,0,1
5999969,16,31,1,0,1
5999989,19,37,1,0,1
6000009,19,37,1,0,1
6000029,2,3,1,0,1
6000049,2,3,1,0,1
6000069,5,9,1,0,1
6000089,5,9,1,0,1
6000109,8,15,1,0,1
6000129,8,15,1,0,1
6000149,11,21,1,0,1
6000169,11,21,1,0,1
6000189,11,21,1,0,1
6000209,12,25,1,0,0
6000229,12,25,1,0,0
6000249,14,27,1,0,0
6000269,14,27,1,0,0
6000289,16,31,1,0,0
6000309,16,31,1,0,0
6000329,18,35,1,0,0
6000349,18,35,1,0,0
6000369,21,39,1,0,1
6000389,21,39,1,0,1
6000409,1,3,1,0,0
6000429,1,3,1,0,0
6000449,3,7,1,0,0
6000469,3,7,1,0,0
6000489,6,13,1,0,0
6000509,6,13,1,0,0
6000529,9,19,1,0,0
6000549,9,19,1,0,0
6000569,9,19,1,0,0
6000589,12,23,1,0,1
6000609,12,23,1,0,1
6000629,14,27,1,0,1
6000649,14,27,1,0,1
6000669,16,31,1,0,1
6000689,16,31,1,0,1
6000709,19,37,1,0,1
6000729,19,37,1,0,1
6000749,2,3,1,0,1
6000769,2,3,1,0,1
6000789,5,9,1,0,1
6000809,5,9,1,0,1
6000829,7,13,1,0,1
6000849,7,13,1,0,1
6000869,9,17,1,0,1
6000889,9,17,1,0,1
6000909,9,17,1,0,1
6000929,11,21,1,0,1
6000949,11,21,1,0,1
6000969,14,27,1,0,1
6000989,14,27,1,0,1
6001009,16,31,1,0,1
6001029,16,31,1,0,1
6001049,18,37,1,0,0
6001069,18,37,1,0,0
6001089,0,1,1,0,0
6001109,0,1,1,0,0
6001129,3,5,1,0,0
6001149,3,5,1,0,0
6001169,6,11,1,0,1
6001189,6,11,1,0,1
6001209,7,13,1,0,0
6001229,7,13,1,0,0
6001249,9,17,1,0,0
6001269,9,17,1,0,0
6001289,9,17,1,0,0
6001309,11,21,1,0,0
6001329,11,21,1,0,0
6001349,12,25,1,0,0
6001369,12,25,1,0,0
6001389,14,29,1,0,0
6001409,14,29,1,0,0
6001429,16,33,1,0,0
6001449,16,33,1,0,0
6001469,20,39,1,0,1
6001489,20,39,1,0,1
6001509,2,3,1,0,1
6001529,2,3,1,0,1
6001549,4,7,1,0,1
6001569,4,7,1,0,1
6001589,6,11,1,0,1
6001609,6,11,1,0,1
6001629,9,19,1,0,0
6001649,9,19,1,0,0
6001669,9,19,1,0,0
6001689,12,23,1,0,1
6001709,12,23,1,0,1
6001729,15,29,1,0,1
6001749,15,29,1,0,1
6001769,18,35,1,0,1
6001789,18,35,1,0,1
6001809,20,39,1,0,1
6001829,20,39,1,0,1
6001849,3,5,1,0,1
6001869,3,5,1,0,1
6001889,5,9,1,0,1
6001909,5,9,1,0,1
6001929,7,13,1,0,1
6001949,7,13,1,0,1
6001969,7,13,1,0,1
6001989,10,19,1,0,1
6002009,10,19,1,0,1
6002029,12,25,1,0,0
6002049,12,25,1,0,0
6002069,14,29,1,0,0
6002089,14,29,1,0,0
6002109,17,33,1,0,1
6002129,17,33,1,0,1
6002149,19,39,1,0,0
6002169,19,39,1,0,0
6002189,2,3,1,0,0
6002209,2,3,1,0,0
6002229,3,7,1,0,0
6002249,3,7,1,0,0
6002269,5,11,1,0,0
6002289,5,11,1,0,0
6002309,8,17,1,0,0
6002329,8,17,1,0,0
6002349,8,17,1,0,0
6002369,11,23,1,0,0
6002389,11,23,1,0,0
6002409,13,27,1,0,0
6002429,13,27,1,0,0
6002449,16,31,1,0,1
6002469,16,31,1,0,1
6002489,19,37,1,0,1
6002509,19,37,1,0,1
6002529,2,3,1,0,1
6002549,2,3,1,0,1
6002569,4,7,1,0,1
6002589,4,7,1,0,1
6002609,7,13,1,0,1
6002629,7,13,1,0,1
6002649,7,13,1,0,1
6002669,10,19,1,0,1
6002689,10,19,1,0,1
6002709,12,25,1,0,0
6002729,12,25,1,0,0
6002749,16,31,1,0,1
6002769,16,31,1,0,1
6002789,20,39,1,0,1
6002809,20,39,1,0,1
6002829,3,5,1,0,1
6002849,3,5,1,0,1
6002869,6,11,1,0,1
6002889,6,11,1,0,1
6002909,6,11,1,0,1
6002929,9,17,1,0,1
6002949,9,17,1,0,1
6002969,11,23,1,0,0
6002989,11,23,1,0,0
6003009,14,27,1,0,0
6003029,14,27,1,0,0
6003049,17,33,1,0,0
6003069,17,33,1,0,0
6003089,20,39,1,0,0
6003109,20,39,1,0,0
6003129,3,5,1,0,0
6003149,3,5,1,0,0
6003169,5,11,1,0,0
6003189,5,11,1,0,0
6003209,5,11,1,0,0
6003229,8,17,1,0,0
6003249,8,17,1,0,0
6003269,11,23,1,0,0
6003289,11,23,1,0,0
6003309,14,29,1,0,0
6003329,14,29,1,0,0
6003349,18,35,1,0,1
6003369,18,35,1,0,1
6003389,1,1,1,0,1
6003409,1,1,1,0,1
6003429,4,7,1,0,1
6003449,4,7,1,0,1
6003469,7,13,1,0,1
6003489,7,13,1,0,1
6003509,7,13,1,0,1
6003529,10,19,1,0,1
6003549,10,19,1,0,1
6003569,13,25,1,0,1
6003589,13,25,1,0,1
6003609,16,31,1,0,1
6003629,16,31,1,0,1
6003649,20,39,1,0,1
6003669,20,39,1,0,1
6003689,2,5,1,0,0
6003709,2,5,1,0,0
6003729,6,11,1,0,1
6003749,6,11,1,0,1
6003769,6,11,1,0,1
6003789,9,17,1,0,1
6003809,9,17,1,0,1
6003829,12,23,1,0,1
6003849,12,23,1,0,1
6003869,15,29,1,0,1
6003889,15,29,1,0,1
6003909,18,35,1,0,1
6003929,18,35,1,0,1
6003949,20,39,1,0,0
6003969,20,39,1,0,0
6003989,3,5,1,0,0
6004009,3,5,1,0,0
6004029,6,11,1,0,0
6004049,6,11,1,0,0
6004069,6,11,1,0,0
6004089,8,17,1,0,0
6004109,8,17,1,0,0
6004129,11,23,1,0,0
6004149,11,23,1,0,0
6004169,14,29,1,0,0
6004189,14,29,1,0,0
6004209,17,35,1,0,0
6004229,17,35,1,0,0
6004249,0,1,1,0,0
6004269,0,1,1,0,0
6004289,4,7,1,0,1
6004309,4,7,1,0,1
6004329,4,7,1,0,1
6004349,8,15,1,0,1
6004369,8,15,1,0,1
6004389,11,21,1,0,1
6004409,11,21,1,0,1
6004429,14,27,1,0,1
6004449,14,27,1,0,1
6004469,17,33,1,0,1
6004489,17,33,1,0,1
6004509,20,39,1,0,1
6004529,20,39,1,0,1
6004549,2,5,1,0,0
6004569,2,5,1,0,0
6004589,6,11,1,0,1
6004609,6,11,1,0,1
6004629,6,11,1,0,1
6004649,9,17,1,1,1
6004669,9,17,1,1,1
6004689,12,23,1,1,1
6004709,12,23,1,1,1
6004729,15,29,1,0,1
6004749,15,29,1,0,1
6004769,17,35,1,0,0
6004789,17,35,1,0,0
6004809,20,39,1,0,0
6004829,20,39,1,0,0
6004849,3,5,1,0,0
6004869,3,5,1,0,0
6004889,6,13,1,0,0
6004909,6,13,1,0,0
6004929,6,13,1,0,0
6004949,9,17,1,0,0
6004969,9,17,1,0,0
6004989,11,23,1,0,0
6005009,11,23,1,0,0
6005029,14,29,1,0,0
6005049,14,29,1,0,0
6005069,17,35,1,0,0
6005089,17,35,1,0,0
6005109,0,1,1,0,0
6005129,0,1,1,0,0
6005149,3,7,1,0,0
6005169,3,7,1,0,0
6005189,3,7,1,0,0
6005209,7,13,1,0,1
6005229,7,13,1,0,1
6005249,11,21,1,0,1
6005269,11,21,1,0,1
6005289,14,27,1,0,1
6005309,14,27,1,0,1
6005329,17,33,1,0,1
6005349,17,33,1,0,1
6005369,1,1,1,0,1
6005389,1,1,1,0,1
6005409,4,7,1,0,1
6005429,4,7,1,0,1
6005449,4,7,1,0,1
6005469,7,13,1,0,1
6005489,7,13,1,0,1
6005509,11,21,1,0,1
6005529,11,21,1,0,1
6005549,13,27,1,0,0
6005569,13,27,1,0,0
6005589,17,33,1,0,1
6005609,17,33,1,0,1
6005629,20,39,1,0,1
6005649,20,39,1,0,1
6005669,3,5,1,0,1
6005689,3,5,1,0,1
6005709,3,5,1,0,1
6005729,6,11,1,0,1
6005749,6,11,1,0,1
6005769,8,15,1,0,0
6005789,8,15,1,0,0
6005809,11,21,1,1,0
6005829,11,21,1,1,0
6005849,14,27,1,1,0
6005869,14,27,1,1,0
6005889,17,33,1,1,0
6005909,17,33,1,1,0
6005929,20,39,1,1,1
6005949,20,39,1,1,1
6005969,2,5,1,0,0
6005989,2,5,1,0,0
6006009,2,5,1,0,0
6006029,5,11,1,0,0
6006049,5,11,1,0,0
6006069,8,17,1,0,0
6006089,8,17,1,0,0
6006109,12,23,1,0,1
6006129,12,23,1,0,1
6006149,15,29,1,0,1
6006169,15,29,1,0,1
6006189,18,35,1,0,1
6006209,18,35,1,0,1
6006229,1,1,1,0,1
6006249,1,1,1,0,1
6006269,4,7,1,0,1
6006289,4,7,1,0,1
6006309,4,7,1,0,1
6006329,8,15,1,0,1
6006349,8,15,1,0,1
6006369,11,21,1,0,1
6006389,11,21,1,0,1
6006409,13,27,1,0,0
6006429,13,27,1,0,0
6006449,17,33,1,0,1
6006469,17,33,1,0,1
6006489,20,39,1,0,1
6006509,20,39,1,0,1
6006529,3,5,1,0,1
6006549,3,5,1,0,1
6006569,3,5,1,0,1
6006589,6,11,1,0,1
6006609,6,11,1,0,1
6006629,8,15,1,0,0
6006649,8,15,1,0,0
6006669,11,23,1,0,0
6006689,11,23,1,0,0
6006709,15,29,1,0,1
6006729,15,29,1,0,1
6006749,18,35,1,0,0
6006769,18,35,1,0,0
6006789,1,1,1,0,0
6006809,1,1,1,0,0
6006829,3,7,1,0,0
6006849,3,7,1,0,0
6006869,3,7,1,0,0
6006889,6,15,1,0,0
6006909,6,15,1,0,0
6006929,9,19,1,0,0
6006949,9,19,1,0,0
6006969,12,25,1,0,0
6006989,12,25,1,0,0
6007009,15,31,1,1,0
6007029,15,31,1,1,0
6007049,20,39,1,1,1
6007069,20,39,1,1,1
6007089,3,5,1,1,1
6007109,3,5,1,1,1
6007129,3,5,1,1,1
6007149,6,11,1,1,1
6007169,6,11,1,1,1
6007189,10,19,1,1,1
6007209,10,19,1,1,1
6007229,13,25,1,1,1
6007249,13,25,1,1,1
6007269,16,31,1,1,1
6007289,16,31,1,1,1
6007309,20,39,1,1,1
6007329,20,39,1,1,1
6007349,3,5,1,1,1
6007369,3,5,1,1,1
6007389,3,5,1,1,1
6007409,6,11,1,1,1
6007429,6,11,1,1,1
6007449,10,19,1,1,1
6007469,10,19,1,1,1
6007489,13,25,1,1,0
6007509,13,25,1,1,0
6007529,15,31,1,1,0
6007549,15,31,1,1,0
6007569,18,35,1,1,0
6007589,18,35,1,1,0
6007609,1,1,1,1,0
6007629,1,1,1,1,0
6007649,1,1,1,1,0
6007669,4,7,1,1,0
6007689,4,7,1,1,0
6007709,7,13,1,1,0
6007729,7,13,1,1,0
6007749,10,19,1,1,0
6007769,10,19,1,1,0
6007789,12,25,1,1,0
6007809,12,25,1,1,0
6007829,15,31,1,1,0
6007849,15,31,1,1,0
6007869,18,37,1,1,0
6007889,18,37,1,1,0
6007909,1,3,1,1,0
6007929,1,3,1,1,0
6007949,1,3,1,1,0
6007969,5,9,1,1,1
6007989,5,9,1,1,1
6008009,8,15,1,1,1
6008029,8,15,1,1,1
6008049,11,21,1,1,1
6008069,11,21,1,1,1
6008089,13,27,1,1,0
6008109,13,27,1,1,0
6008129,17,33,1,1,1
6008149,17,33,1,1,1
6008169,1,1,1,1,1
6008189,1,1,1,1,1
6008209,1,1,1,1,1
6008229,3,7,1,1,0
6008249,3,7,1,1,0
6008269,7,13,1,1,1
6008289,7,13,1,1,1
6008309,11,21,1,1,1
6008329,11,21,1,1,1
6008349,13,27,1,1,0
6008369,13,27,1,1,0
6008389,17,33,1,1,1
6008409,17,33,1,1,1
6008429,20,39,1,1,1
6008449,20,39,1,1,1
6008469,20,39,1,1,1
6008489,3,5,1,1,1
6008509,3,5,1,1,1
6008529,5,9,1,1,0
6008549,5,9,1,1,0
6008569,8,15,1,1,0
6008589,8,15,1,1,0
6008609,11,21,1,1,0
6008629,11,21,1,1,0
6008649,14,27,1,1,0
6008669,14,27,1,1,0
6008689,16,33,1,1,0
6008709,16,33,1,1,0
6008729,20,39,1,1,1
6008749,20,39,1,1,1
6008769,20,39,1,1,1
6008789,2,5,1,1,0
6008809,2,5,1,1,0
6008829,5,11,1,1,0
6008849,5,11,1,1,0
6008869,8,17,1,1,0
6008889,8,17,1,1,0
6008909,12,23,1,1,1
6008929,12,23,1,1,1
6008949,15,29,1,1,1
6008969,15,29,1,1,1
6008989,18,35,1,1,1
6009009,18,35,1,1,1
6009029,1,1,1,1,1
6009049,1,1,1,1,1
6009069,1,1,1,1,1
6009089,3,7,1,1,0
6009109,3,7,1,1,0
6009129,7,13,1,1,1
6009149,7,13,1,1,1
6009169,11,21,1,1,1
6009189,11,21,1,1,1
6009209,13,27,1,1,0
6009229,13,27,1,1,0
6009249,17,33,1,1,1
6009269,17,33,1,1,1
6009289,20,39,1,1,1
6009309,20,39,1,1,1
6009329,20,39,1,1,1
6009349,3,5,1,1,1
6009369,3,5,1,1,1
6009389,5,11,1,1,0
6009409,5,11,1,1,0
6009429,8,15,1,1,0
6009449,8,15,1,1,0
6009469,12,23,1,1,1
6009489,12,23,1,1,1
6009509,14,27,1,1,0
6009529,14,27,1,1,0
6009549,17,33,1,0,0
6009569,17,33,1,0,0
6009589,21,39,1,0,1
6009609,21,39,1,0,1
6009629,21,39,1,0,1
6009649,2,5,1,0,0
6009669,2,5,1,0,0
6009689,5,11,1,0,0
6009709,5,11,1,0,0
6009729,8,17,1,0,0
6009749,8,17,1,0,0
6009769,12,23,1,0,1
6009789,12,23,1,0,1
6009809,15,29,1,0,1
6009829,15,29,1,0,1
6009849,18,35,1,0,1
6009869,18,35,1,0,1
6009889,18,35,1,0,1
6009909,2,3,1,0,1
6009929,2,3,1,0,1
6009949,5,9,1,0,1
6009969,5,9,1,0,1
6009989,8,15,1,0,1
6010009,8,15,1,0,1
6010029,11,21,1,0,1
6010049,11,21,1,0,1
6010069,15,29,1,0,1
6010089,15,29,1,0,1
6010109,18,35,1,0,1
6010129,18,35,1,0,1
6010149,18,35,1,0,1
6010169,1,1,1,0,1
6010189,1,1,1,0,1
6010209,5,9,1,0,1
6010229,5,9,1,0,1
6010249,8,15,1,0,1
6010269,8,15,1,0,1
6010289,11,21,1,0,1
6010309,11,21,1,0,1
6010329,13,25,1,0,0
6010349,13,25,1,0,0
6010369,16,31,1,0,0
6010389,16,31,1,0,0
6010409,19,37,1,0,0
6010429,19,37,1,0,0
6010449,19,37,1,0,0
6010469,2,3,1,0,0
6010489,2,3,1,0,0
6010509,4,9,1,0,0
6010529,4,9,1,0,0
6010549,7,15,1,0,0
6010569,7,15,1,0,0
6010589,10,21,1,0,0
6010609,10,21,1,0,0
6010629,13,27,1,0,0
6010649,13,27,1,0,0
6010669,16,33,1,0,0
6010689,16,33,1,0,0
6010709,16,33,1,0,0
6010729,20,39,1,0,1
6010749,20,39,1,0,1
6010769,2,5,1,0,0
