Timestamp,sensorFilter.baroAge0,sensorFilter.baroLag0,sensorFilter.baroSeen0,sensorFilter.tofAge0,sensorFilter.vz0
5990177,0,0,0,0,0.0
5990197,0,0,0,0,0.0
5990217,0,0,0,0,0.0
5990237,0,0,0,0,0.0
5990257,0,0,0,0,0.0
5990277,0,0,0,0,0.0
5990297,0,0,0,0,0.0
5990317,0,0,0,0,0.0
5990337,0,0,0,0,0.0
5990357,0,0,0,0,0.0
5990377,0,0,0,0,0.0
5990397,0,0,0,0,0.0
5990417,0,0,0,0,0.0
5990437,0,0,0,0,0.0
5990457,0,0,0,0,0.0
5990477,0,0,0,0,0.0
5990497,0,0,0,0,0.0
5990517,0,0,0,0,0.0
5990537,0,0,0,0,0.0
5990557,0,0,0,0,0.0
5990577,0,0,0,0,0.0
5990597,0,0,0,0,0.0
5990617,0,0,0,0,0.0
5990637,0,0,0,0,0.0
5990657,0,0,0,0,0.0
5990677,0,0,0,0,0.0
5990697,0,0,0,0,0.0
5990717,0,0,0,0,0.0
5990737,0,0,0,0,0.0
5990757,0,0,0,0,0.0
5990777,0,0,0,0,0.0
5990797,0,0,0,0,0.0
5990817,0,0,0,0,0.0
5990837,0,0,0,0,0.0
5990857,0,0,0,0,0.0
5990877,0,0,0,0,0.0
5990897,0,0,0,0,0.0
5990917,0,0,0,0,0.0
5990937,0,0,0,0,0.0
5990957,0,0,0,0,0.0
5990977,0,0,0,0,0.0
5990997,0,0,0,0,0.0
5991017,0,0,0,0,0.0
5991037,0,0,0,0,0.0
5991057,0,0,0,0,0.0
5991077,0,0,0,0,0.0
5991097,0,0,0,0,0.0
5991117,0,0,0,0,0.0
5991137,0,0,0,0,0.0
5991157,0,0,0,0,0.0
5991177,0,0,0,0,0.0
5991197,0,0,0,0,0.0
5991217,0,0,0,0,0.0
5991237,0,0,0,0,0.0
5991257,0,0,0,0,0.0
5991277,0,0,0,0,0.0
5991297,0,0,0,0,0.0
5991317,0,0,0,0,0.0
5991337,0,0,0,0,0.0
5991357,0,0,0,0,0.0
5991377,0,0,0,0,0.0
5991397,0,0,0,0,0.0
5991417,0,0,0,0,0.0
5991437,0,0,0,0,0.0
5991457,0,0,0,0,0.0
5991477,0,0,0,0,0.0
5991497,0,0,0,0,0.0
5991517,0,0,0,0,0.0
5991537,0,0,0,0,0.0
5991557,0,0,0,0,0.0
5991577,0,0,0,0,0.0
5991597,0,0,0,0,0.0
5991617,0,0,0,0,0.0
5991637,0,0,0,0,0.0
5991657,0,0,0,0,0.0
5991677,0,0,0,0,0.0
5991697,0,0,0,0,0.0
5991717,0,0,0,0,0.0
5991737,0,0,0,0,0.0
5991757,0,0,0,0,0.0
5991777,0,0,0,0,0.0
5991797,0,0,0,0,0.0
5991817,0,0,0,0,0.0
5991837,0,0,0,0,0.0
5991857,0,0,0,0,0.0
5991877,0,0,0,0,0.0
5991897,0,0,0,0,0.0
5991917,0,0,0,0,0.0
5991937,0,0,0,0,0.0
5991957,0,0,0,0,0.0
5991977,0,0,0,0,0.0
5991997,0,0,0,0,0.0
5992017,0,0,0,0,0.0
5992037,0,0,0,0,0.0
5992057,0,0,0,0,0.0
5992077,0,0,0,0,0.0
5992097,0,0,0,0,0.0
5992117,0,0,0,0,0.0
5992137,0,0,0,0,0.0
5992157,0,0,0,0,0.0
5992177,0,0,0,0,0.0
5992197,0,0,0,0,0.0
5992217,0,0,0,0,0.0
5992237,0,0,0,0,0.0
5992257,0,0,0,0,0.0
5992277,0,0,0,0,0.0
5992297,0,0,0,0,0.0
5992317,0,0,0,0,0.0
5992337,0,0,0,0,0.0
5992357,0,0,0,0,0.0
5992377,0,0,0,0,0.0
5992397,0,0,0,0,0.0
5992417,0,0,0,0,0.0
5992437,0,0,0,0,0.0
5992457,0,0,0,0,0.0
5992477,0,0,0,0,0.0
5992497,0,0,0,0,0.0
5992517,0,0,0,0,0.0
5992537,0,0,0,0,0.0
5992557,0,0,0,0,0.0
5992577,0,0,0,0,0.0
5992597,0,0,0,0,0.0
5992617,0,0,0,0,0.0
5992637,0,0,0,0,0.0
5992657,0,0,0,0,0.0
5992677,0,0,0,0,0.0
5992697,0,0,0,0,0.0
5992717,0,0,0,0,0.0
5992737,0,0,0,0,0.0
5992757,0,0,0,0,0.0
5992777,0,0,0,0,0.0
5992797,0,0,0,0,0.0
5992817,0,0,0,0,0.0
5992837,0,0,0,0,0.0
5992857,0,0,0,0,0.0
5992877,0,0,0,0,0.0
5992897,0,0,0,0,0.0
5992917,0,0,0,0,0.0
5992937,0,0,0,0,0.0
5992957,0,0,0,0,0.0
5992977,0,0,0,0,0.0
5992997,0,0,0,0,0.0
5993017,0,0,0,0,0.0
5993037,0,0,0,0,0.0
5993057,0,0,0,0,0.0
5993077,0,0,0,0,0.0
5993097,0,0,0,0,0.0
5993117,0,0,0,0,0.0
5993137,0,0,0,0,0.0
5993157,0,0,0,0,0.0
5993177,0,0,0,0,0.0
5993197,0,0,0,0,0.0
5993217,0,0,0,0,0.0
5993237,0,0,0,0,0.0
5993257,0,0,0,0,0.0
5993277,0,0,0,0,0.0
5993297,0,0,0,0,0.0
5993317,0,0,0,0,0.0
5993337,0,0,0,0,0.0
5993357,0,0,0,0,0.0
5993377,0,0,0,0,0.0
5993397,0,0,0,0,0.0
5993417,0,0,0,0,0.0
5993437,0,0,0,0,0.0
5993457,0,0,0,0,0.0
5993477,0,0,0,0,0.0
5993497,0,0,0,0,0.0
5993517,0,0,0,0,0.0
5993537,0,0,0,0,0.0
5993557,0,0,0,0,0.0
5993577,0,0,0,0,0.0
5993597,0,0,0,0,0.0
5993617,0,0,0,0,0.0
5993637,0,0,0,0,0.0
5993657,0,0,0,0,0.0
5993677,0,0,0,0,0.0
5993697,0,0,0,0,0.0
5993717,0,0,0,0,0.0
5993737,0,0,0,0,0.0
5993757,0,0,0,0,0.0
5993777,0,0,0,0,0.0
5993797,0,0,0,0,0.0
5993817,0,0,0,0,0.0
5993837,0,0,0,0,0.0
5993857,0,0,0,0,0.0
5993877,0,0,0,0,0.0
5993897,0,0,0,0,0.0
5993917,0,0,0,0,0.0
5993937,0,0,0,0,0.0
5993957,0,0,0,0,0.0
5993977,0,0,0,0,0.0
5993997,0,0,0,0,0.0
5994017,0,0,0,0,0.0
5994037,0,0,0,0,0.0
5994057,0,0,0,0,0.0
5994077,0,0,0,0,0.0
5994097,0,0,0,0,0.0
5994117,0,0,0,0,0.0
5994137,0,0,0,0,0.0
5994157,0,0,0,0,0.0
5994177,0,0,0,0,0.0
5994197,0,0,0,0,0.0
5994217,0,0,0,0,0.0
5994237,0,0,0,0,0.0
5994257,0,0,0,0,0.0
5994277,0,0,0,0,0.0
5994297,0,0,0,0,0.0
5994317,0,0,0,0,0.0
5994337,0,0,0,0,0.0
5994357,0,0,0,0,0.0
5994377,0,0,0,0,0.0
5994397,0,0,0,0,0.0
5994417,0,0,0,0,0.0
5994437,0,0,0,0,0.0
5994457,0,0,0,0,0.0
5994477,0,0,0,0,0.0
5994497,0,0,0,0,0.0
5994517,0,0,0,0,0.0
5994537,0,0,0,0,0.0
5994557,0,0,0,0,0.0
5994577,0,0,0,0,0.0
5994597,0,0,0,0,0.0
5994617,0,0,0,0,0.0
5994637,0,0,0,0,0.0
5994657,0,0,0,0,0.0
5994677,0,0,0,0,0.0
5994697,0,0,0,0,0.0
5994717,0,0,0,0,0.0
5994737,0,0,0,0,0.0
5994757,0,0,0,0,0.0
5994777,0,0,0,0,0.0
5994797,0,0,0,0,0.0
5994817,16,31,1,0,-0.05208231136202812
5994837,16,31,1,0,-0.05208231136202812
5994857,16,31,1,0,-0.05208231136202812
5994877,16,31,1,0,-0.05208231136202812
5994897,16,31,1,0,-0.05208231136202812
5994917,16,31,1,0,-0.05208231136202812
5994937,16,31,1,0,-0.05208231136202812
5994957,16,31,1,0,-0.05208231136202812
5994977,16,31,1,0,-0.05208231136202812
5994997,16,31,1,0,-0.05208231136202812
5995017,16,31,1,0,-0.05208231136202812
5995037,16,31,1,0,-0.05208231136202812
5995057,16,31,1,0,-0.05208231136202812
5995077,16,31,1,0,-0.05208231136202812
5995097,16,31,1,0,-0.05208231136202812
5995117,16,31,1,0,-0.05208231136202812
5995137,16,31,1,0,-0.05208231136202812
5995157,16,31,1,0,-0.05208231136202812
5995177,16,31,1,0,-0.05208231136202812
5995197,16,31,1,0,-0.05208231136202812
5995217,16,31,1,0,-0.05208231136202812
5995237,16,31,1,0,-0.05208231136202812
5995257,16,31,1,0,-0.05208231136202812
5995277,16,31,1,0,-0.05208231136202812
5995297,16,31,1,0,-0.05208231136202812
5995317,16,31,1,0,-0.05208231136202812
5995337,16,31,1,0,-0.05208231136202812
5995357,16,31,1,0,-0.05208231136202812
5995377,16,31,1,0,-0.05208231136202812
5995397,16,31,1,0,-0.05208231136202812
5995417,16,31,1,0,-0.05208231136202812
5995437,16,31,1,0,-0.05208231136202812
5995457,16,31,1,0,-0.05208231136202812
5995477,16,31,1,0,-0.05208231136202812
5995497,16,31,1,0,-0.05208231136202812
5995517,16,31,1,0,-0.05208231136202812
5995537,16,31,1,0,-0.05208231136202812
5995557,16,31,1,0,-0.05208231136202812
5995577,16,31,1,0,-0.05208231136202812
5995597,16,31,1,0,-0.05208231136202812
5995617,16,31,1,0,-0.05208231136202812
5995637,16,31,1,0,-0.05208231136202812
5995657,16,31,1,0,-0.05208231136202812
5995677,16,31,1,0,-0.05208231136202812
5995697,16,31,1,0,-0.05208231136202812
5995717,16,31,1,0,-0.05208231136202812
5995737,16,31,1,0,-0.05208231136202812
5995757,16,31,1,0,-0.05208231136202812
5995777,16,31,1,0,-0.05208231136202812
5995797,16,31,1,0,-0.05208231136202812
5995817,16,31,1,0,-0.05208231136202812
5995837,16,31,1,0,-0.05208231136202812
5995857,16,31,1,0,-0.05208231136202812
5995877,16,31,1,0,-0.05208231136202812
5995897,16,31,1,0,-0.05208231136202812
5995917,16,31,1,0,-0.05208231136202812
5995937,16,31,1,0,-0.05208231136202812
5995957,16,31,1,0,-0.05208231136202812
5995977,16,31,1,0,-0.05208231136202812
5995997,16,31,1,0,-0.05208231136202812
5996017,16,31,1,0,-0.05208231136202812
