cf_timestamp_ms,host_monotonic_s,motion.deltaX,motion.deltaY,motion.shutter,motion.squal
200870,1994.398107,0,0,2454,144
200890,1994.418106,-1,0,2454,138
200910,1994.438105,0,0,2454,137
200930,1994.458115,0,0,2454,136
200950,1994.478116,0,0,2454,138
200970,1994.498109,0,0,2454,144
200990,1994.518104,1,0,2454,144
201010,1994.538105,0,0,2454,136
201030,1994.558123,-1,0,2454,140
201050,1994.578107,0,0,2454,140
201070,1994.598560,0,0,2454,140
201090,1994.617505,0,0,2454,139
201110,1994.637501,1,0,2454,142
201130,1994.657511,0,0,2454,139
201150,1994.677510,0,0,2454,140
201170,1994.697498,-1,0,2454,140
201190,1994.717495,-1,0,2454,141
201210,1994.737497,0,0,2454,142
201230,1994.757528,0,0,2454,141
201250,1994.777532,0,0,2454,139
201270,1994.797495,-1,0,2454,144
201290,1994.817494,-1,0,2454,139
201310,1994.837493,0,0,2454,141
201330,1994.857504,0,0,2454,142
201350,1994.877491,0,0,2454,142
201370,1994.897493,-1,0,2454,146
201390,1994.917494,1,1,2454,137
201410,1994.937493,0,0,2454,142
201430,1994.957490,0,0,2454,141
201450,1994.977492,0,0,2454,142
201470,1994.997490,0,0,2454,140
201490,1995.017486,0,0,2454,138
201510,1995.037491,0,0,2454,144
201530,1995.057500,0,0,2454,142
201550,1995.077489,0,0,2454,143
201570,1995.097487,0,0,2454,140
201590,1995.117486,0,0,2454,139
201610,1995.137486,0,0,2454,139
201630,1995.157504,0,0,2454,138
201650,1995.177488,0,0,2454,138
201670,1995.197483,0,0,2454,137
201690,1995.217481,-1,0,2454,142
201710,1995.237483,0,0,2454,135
201730,1995.257489,0,0,2454,141
201750,1995.277481,0,0,2454,135
201770,1995.297479,0,0,2454,143
201790,1995.317480,0,0,2454,141
201810,1995.337487,0,0,2454,135
201830,1995.357488,0,0,2454,143
201850,1995.377484,0,0,2454,138
201870,1995.397484,0,0,2454,138
201890,1995.417483,0,0,2454,144
201910,1995.437478,0,0,2454,140
201930,1995.457487,-1,0,2454,139
201950,1995.477476,0,0,2454,140
201970,1995.497482,0,0,2454,143
201990,1995.517479,0,0,2454,147
202010,1995.537480,0,0,2454,141
202030,1995.557476,0,0,2454,140
202050,1995.577492,0,0,2454,143
202070,1995.597480,0,0,2454,144
202090,1995.617494,0,0,2454,138
202110,1995.637477,0,0,2454,137
202130,1995.657503,0,0,2454,139
202150,1995.677476,0,0,2454,143
202170,1995.697475,0,0,2454,141
202190,1995.717471,0,1,2454,140
202210,1995.737475,0,0,2454,136
202230,1995.757490,0,0,2454,143
202250,1995.777472,0,0,2454,145
202270,1995.797472,0,0,2454,138
202290,1995.817471,0,0,2454,138
202310,1995.837478,0,0,2454,142
202330,1995.857474,0,1,2454,142
202350,1995.877471,1,1,2454,142
202370,1995.897472,0,0,2454,136
202390,1995.917467,-1,-1,2454,139
202410,1995.937476,0,0,2454,139
202430,1995.957476,-1,0,2454,142
202450,1995.977467,1,0,2454,141
202470,1995.997467,0,0,2454,140
202490,1996.017464,0,-1,2454,139
202510,1996.037474,0,0,2454,137
202530,1996.056462,0,0,2454,141
202550,1996.076464,0,0,2454,137
202570,1996.096466,0,0,2454,142
202590,1996.116464,0,0,2454,140
202610,1996.136459,0,0,2454,143
202630,1996.156465,0,0,2454,145
202650,1996.176464,0,0,2454,138
202670,1996.196465,0,0,2454,147
202690,1996.216460,0,0,2454,139
202710,1996.236465,0,0,2454,148
202730,1996.256463,0,0,2454,143
202750,1996.276458,0,0,2454,147
202770,1996.296460,0,0,2454,141
202790,1996.316458,0,0,2454,148
202810,1996.336462,2,-2,2454,149
202830,1996.356460,-1,2,2454,141
202850,1996.376458,0,0,2454,144
202870,1996.396457,0,-1,2454,145
202890,1996.416455,2,-1,2454,145
