cf_timestamp_ms,host_monotonic_s,sensorFilter.flowRange,sensorFilter.flowLocal,sensorFilter.surfOffset,sensorFilter.surfCand,sensorFilter.surfClear
183752,1977.292921,0.8970000147819519,1,0.0,-0.4309316873550415,0.8929769396781921
183772,1977.312913,0.8970000147819519,1,0.0,-0.43095630407333374,0.8930131196975708
183792,1977.332913,0.8970000147819519,1,0.0,-0.43095630407333374,0.8930131196975708
183812,1977.352920,0.8970000147819519,1,0.0,-0.4309443235397339,0.893001139163971
183832,1977.372913,0.8970000147819519,1,0.0,-0.4309443235397339,0.893001139163971
183852,1977.392913,0.8970000147819519,1,0.0,-0.4309316873550415,0.8900354504585266
183872,1977.412909,0.8970000147819519,1,0.0,-0.4309316873550415,0.8900354504585266
183892,1977.432910,0.8970000147819519,1,0.0,-0.4309443235397339,0.8933563232421875
183912,1977.452916,0.8970000147819519,1,0.0,-0.4309443235397339,0.8933563232421875
183932,1977.472907,0.8970000147819519,1,0.0,-0.43095630407333374,0.8932730555534363
183952,1977.492909,0.8970000147819519,1,0.0,-0.43095630407333374,0.8932730555534363
183972,1977.512906,0.8970000147819519,1,0.0,-0.4309443235397339,0.8921842575073242
183992,1977.532904,0.8960000276565552,1,0.0,-0.4309443235397339,0.8921842575073242
184012,1977.552915,0.8960000276565552,1,0.0,-0.43012744188308716,0.8899278044700623
184033,1977.572904,0.8940000534057617,1,0.0,-0.43012744188308716,0.8899278044700623
184053,1977.592912,0.8940000534057617,1,0.0,-0.4307599663734436,0.8928167819976807
184073,1977.612902,0.8970000147819519,1,0.0,-0.4307599663734436,0.8928167819976807
184093,1977.632904,0.8970000147819519,1,0.0,-0.4307599663734436,0.8928167819976807
184113,1977.652913,0.9010000228881836,1,0.0,-0.4307599663734436,0.8968597650527954
184132,1977.672901,0.9010000228881836,1,0.0,-0.4307599663734436,0.8968597650527954
184153,1977.692906,0.8970000147819519,1,0.0,-0.4307599663734436,0.8929318189620972
184172,1977.712902,0.8970000147819519,1,0.0,-0.4307599663734436,0.8929318189620972
184192,1977.732901,0.8970000147819519,1,0.0,-0.4307599663734436,0.8879658579826355
184212,1977.752909,0.8970000147819519,1,0.0,-0.4307599663734436,0.8879658579826355
184232,1977.772900,0.8970000147819519,1,0.0,-0.4308750033378601,0.8933045268058777
184252,1977.791904,0.8970000147819519,1,0.0,-0.4308750033378601,0.8933045268058777
184272,1977.811898,0.8970000147819519,1,0.0,-0.4308750033378601,0.8922786712646484
184292,1977.831894,0.8970000147819519,1,0.0,-0.4308750033378601,0.8922786712646484
184312,1977.852905,0.8960000276565552,1,0.0,-0.4308750033378601,0.8952721357345581
184332,1977.871898,0.8990000486373901,1,0.0,-0.4308750033378601,0.8952721357345581
184352,1977.891911,0.8990000486373901,1,0.0,-0.4302218556404114,0.8912897109985352
184372,1977.911897,0.8990000486373901,1,0.0,-0.4302218556404114,0.8912897109985352
184392,1977.931899,0.8990000486373901,1,0.0,-0.4311702847480774,0.8932271003723145
184412,1977.952929,0.8990000486373901,1,0.0,-0.4311702847480774,0.8932271003723145
184432,1977.971898,0.8970000147819519,1,0.0,-0.4311702847480774,0.8949520587921143
184452,1977.991900,0.8990000486373901,1,0.0,-0.4311702847480774,0.8949520587921143
184472,1978.011900,0.8990000486373901,1,0.0,-0.4311702847480774,0.8949520587921143
184492,1978.031896,0.8990000486373901,1,0.0,-0.43189263343811035,0.8939494490623474
184512,1978.052902,0.8990000486373901,1,0.0,-0.43189263343811035,0.8939494490623474
184532,1978.071892,0.8990000486373901,1,0.0,-0.4311702847480774,0.8909709453582764
184552,1978.091937,0.8990000486373901,1,0.0,-0.4311702847480774,0.8909709453582764
184572,1978.111899,0.8990000486373901,1,0.0,-0.43189263343811035,0.8939738869667053
184592,1978.131896,0.8980000615119934,1,0.0,-0.43189263343811035,0.8939738869667053
184612,1978.152901,0.8980000615119934,1,0.0,-0.43191707134246826,0.8989341855049133
184632,1978.171894,0.8980000615119934,1,0.0,-0.43191707134246826,0.8989341855049133
184652,1978.191910,0.8940000534057617,1,0.0,-0.43189263343811035,0.8902968764305115
184672,1978.211894,0.8940000534057617,1,0.0,-0.43189263343811035,0.8902968764305115
184692,1978.231891,0.8940000534057617,1,0.0,-0.4292886257171631,0.8913454413414001
184712,1978.252904,0.8940000534057617,1,0.0,-0.4292886257171631,0.8913454413414001
184732,1978.271891,0.8950000405311584,1,0.0,-0.4303157329559326,0.8923725485801697
184752,1978.291894,0.8960000276565552,1,0.0,-0.4303157329559326,0.8923725485801697
184772,1978.311925,0.8960000276565552,1,0.0,-0.4293753504753113,0.8914321660995483
184792,1978.331888,0.8960000276565552,1,0.0,-0.4293753504753113,0.8914321660995483
184812,1978.352905,0.8960000276565552,1,0.0,-0.4293753504753113,0.8934699892997742
184832,1978.371888,0.8960000276565552,1,0.0,-0.4293753504753113,0.8934699892997742
184852,1978.392889,0.8960000276565552,1,0.0,-0.4303157329559326,0.8931465744972229
184872,1978.411886,0.8970000147819519,1,0.0,-0.4303157329559326,0.8931465744972229
184892,1978.431883,0.8970000147819519,1,0.0,-0.4303157329559326,0.8931465744972229
184912,1978.452901,0.8970000147819519,1,0.0,-0.4303157329559326,0.8912367820739746
184932,1978.471886,0.8970000147819519,1,0.0,-0.4303157329559326,0.8912367820739746
184952,1978.491891,0.8970000147819519,1,0.0,-0.43108975887298584,0.8952128887176514
184972,1978.511883,0.8970000147819519,1,0.0,-0.43108975887298584,0.8952128887176514
184992,1978.531914,0.8970000147819519,1,0.0,-0.43108975887298584,0.8922744989395142
185012,1978.551881,0.8960000276565552,1,0.0,-0.43108975887298584,0.8922744989395142
185032,1978.571883,0.8960000276565552,1,0.0,-0.43108975887298584,0.8936226963996887
185053,1978.592884,0.8970000147819519,1,0.0,-0.43108975887298584,0.8936226963996887
