cf_timestamp_ms,host_monotonic_s,motion.outlierCount,motion.motion,motion.std
65571,1859.196672,0,176,2.0
65591,1859.216628,0,176,2.0
65611,1859.236625,0,176,2.0
65631,1859.256623,0,176,2.0
65651,1859.276627,0,176,2.0
65671,1859.296625,0,176,2.0
65691,1859.316621,0,176,2.0
65711,1859.336625,0,176,2.0
65731,1859.356627,0,176,2.0
65751,1859.376621,0,176,2.0
65771,1859.396235,0,176,2.0
65791,1859.416200,0,48,2.0
65811,1859.436199,0,176,2.0
65831,1859.456198,0,48,2.0
65851,1859.476199,0,176,2.0
65871,1859.496202,0,48,2.0
65891,1859.516196,0,176,2.0
65911,1859.536196,0,48,2.0
65931,1859.556199,0,176,2.0
65951,1859.576198,0,48,2.0
65971,1859.596210,0,176,2.0
65991,1859.616202,0,176,2.0
66011,1859.636198,0,48,2.0
66031,1859.656192,0,176,2.0
66051,1859.676196,0,176,2.0
66071,1859.696191,0,176,2.0
66091,1859.716194,0,176,2.0
66111,1859.736192,0,176,2.0
66131,1859.756193,0,176,2.0
66151,1859.776197,0,176,2.0
66171,1859.795614,0,176,2.0
66191,1859.815611,0,176,2.0
66211,1859.835617,0,176,2.0
66231,1859.855611,0,176,2.0
66251,1859.875613,0,48,2.0
66271,1859.895608,0,48,2.0
66291,1859.915608,0,176,2.0
66311,1859.935617,0,176,2.0
66331,1859.955608,0,176,2.0
66351,1859.975610,0,176,2.0
66371,1859.995607,0,176,2.0
66391,1860.015607,0,176,2.0
66411,1860.035607,0,176,2.0
66431,1860.055609,0,176,2.0
66451,1860.075607,0,176,2.0
66471,1860.095604,0,176,2.0
66491,1860.115603,0,176,2.0
66511,1860.135601,0,48,2.0
66531,1860.155603,0,176,2.0
66551,1860.175606,0,176,2.0
66571,1860.195602,0,176,2.0
66591,1860.215600,0,48,2.0
66611,1860.235601,0,48,2.0
66631,1860.255606,0,176,2.0
66651,1860.275605,0,176,2.0
66671,1860.295601,0,176,2.0
66691,1860.315598,0,176,2.0
66711,1860.335600,0,176,2.0
66731,1860.355599,0,176,2.0
66751,1860.375602,0,176,2.0
66771,1860.395596,0,176,2.0
66791,1860.415599,0,176,2.0
66811,1860.435598,0,176,2.0
66831,1860.455596,0,176,2.0
66851,1860.475603,0,176,2.0
66871,1860.495633,0,176,2.0
66891,1860.515572,0,176,2.0
66911,1860.535575,0,176,2.0
66931,1860.555572,0,176,2.0
66951,1860.575570,0,176,2.0
66971,1860.595570,0,176,2.0
66991,1860.615563,0,176,2.0
67011,1860.635563,0,48,2.0
67031,1860.655563,0,48,2.0
67051,1860.675587,0,176,2.0
67071,1860.695597,0,176,2.0
67091,1860.715591,0,176,2.0
67111,1860.735594,0,176,2.0
67131,1860.755592,0,48,2.0
67151,1860.775595,0,176,2.0
67171,1860.795589,0,48,2.0
