cf_timestamp_ms,host_monotonic_s,range.zrange,stabilizer.roll,stabilizer.pitch
62115,1855.742712,14,0.03913504630327225,-0.04726021736860275
62135,1855.763722,18,0.040385667234659195,-0.04916708543896675
62155,1855.782708,18,0.041711874306201935,-0.05084154009819031
62175,1855.802702,17,0.04061005637049675,-0.051638226956129074
62195,1855.822706,17,0.04075370728969574,-0.05398252233862877
62215,1855.842705,18,0.04174129664897919,-0.05752579867839813
62235,1855.862733,18,0.04152711480855942,-0.055992234498262405
62255,1855.882704,19,0.04243991896510124,-0.054150816053152084
62275,1855.902702,19,0.04129500314593315,-0.053371213376522064
62295,1855.922700,19,0.04121999070048332,-0.05333669111132622
62315,1855.942719,19,0.041073027998209,-0.05246087163686752
62335,1855.962677,19,0.041286665946245193,-0.052081599831581116
62355,1855.982700,21,0.04241574928164482,-0.05426807329058647
62375,1856.002702,21,0.04132800176739693,-0.05715182423591614
62395,1856.022699,19,0.040796712040901184,-0.05761800706386566
62415,1856.042713,19,0.03992472589015961,-0.05675007030367851
62435,1856.062738,15,0.03879038244485855,-0.05811800807714462
62455,1856.082700,15,0.040472012013196945,-0.05809726566076279
62475,1856.102699,18,0.0411883182823658,-0.05944572016596794
62495,1856.122701,18,0.041666653007268906,-0.05841625854372978
62515,1856.142703,16,0.0427682027220726,-0.058699268847703934
62535,1856.162698,16,0.04315880686044693,-0.059070881456136703
62555,1856.182699,18,0.042071156203746796,-0.061477627605199814
62575,1856.202697,18,0.041991688311100006,-0.060489632189273834
62595,1856.222696,18,0.0426778718829155,-0.0604189969599247
62615,1856.242700,13,0.04212529957294464,-0.05902367830276489
62635,1856.262696,13,0.04138188436627388,-0.057280585169792175
62655,1856.282714,17,0.04129689186811447,-0.05743911862373352
62675,1856.302696,17,0.042293481528759,-0.05916493758559227
62695,1856.322694,18,0.043033353984355927,-0.058798108249902725
62715,1856.342696,18,0.04241424798965454,-0.06084033474326134
62735,1856.362692,18,0.041729193180799484,-0.06006888300180435
62755,1856.382695,18,0.04100986197590828,-0.061192501336336136
62775,1856.402695,18,0.04005056992173195,-0.06267422437667847
62795,1856.422692,18,0.03924332931637764,-0.06495200842618942
62815,1856.442728,16,0.04049421474337578,-0.06587474793195724
62835,1856.462697,16,0.041472554206848145,-0.06763818114995956
62855,1856.482706,16,0.04153470695018768,-0.06720436364412308
62875,1856.502697,15,0.04050201550126076,-0.06895353645086288
62895,1856.522693,15,0.04067123308777809,-0.0692075788974762
62915,1856.542693,19,0.042340200394392014,-0.06654722988605499
62935,1856.562694,19,0.041379187256097794,-0.06686953455209732
62955,1856.582694,17,0.04204684868454933,-0.06781978160142899
62975,1856.602693,17,0.04259219765663147,-0.06966378539800644
