cf_timestamp_ms,host_monotonic_s,motion.deltaX,motion.deltaY,motion.shutter,motion.squal
76370,1869.987384,3,3,8191,66
76390,1870.007395,-1,1,8191,64
76410,1870.027388,-7,0,8191,61
76430,1870.047389,8,0,8191,57
76450,1870.067383,-1,-1,8191,70
76470,1870.087385,2,3,8191,58
76490,1870.107403,5,1,8191,70
76510,1870.127382,1,4,8191,60
76530,1870.147372,0,-1,8191,72
76550,1870.167384,-1,0,8191,67
76570,1870.187382,-3,1,8191,60
76590,1870.207383,0,0,8191,69
76610,1870.227372,0,0,8191,68
76630,1870.247371,4,0,8191,67
76650,1870.267370,2,3,8191,70
76670,1870.287381,7,-1,8191,70
76690,1870.307372,-1,0,8191,66
76710,1870.327370,-6,1,8191,64
76730,1870.347370,8,-1,8191,61
76750,1870.367370,-6,0,8191,68
76770,1870.387376,0,0,8191,53
76790,1870.407381,0,0,8191,65
76810,1870.427368,3,4,8191,51
76830,1870.447369,-1,0,8191,67
76850,1870.467369,-2,1,8191,64
76870,1870.487375,0,0,8191,64
