cf_timestamp_ms,host_monotonic_s,sensorFilter.flowRange,sensorFilter.flowLocal,sensorFilter.surfOffset,sensorFilter.surfCand,sensorFilter.surfClear
68452,1862.076144,0.0,0,0.0,0.0,0.0
68472,1862.095142,0.0,0,0.0,0.0,0.0
68492,1862.115139,0.0,0,0.0,0.0,0.0
68512,1862.135143,0.0,0,0.0,0.0,0.0
68532,1862.155138,0.0,0,0.0,0.0,0.0
68552,1862.175149,0.0,0,0.0,0.0,0.0
68572,1862.195140,0.0,0,0.0,0.0,0.0
68592,1862.215135,0.0,0,0.0,0.0,0.0
68612,1862.235135,0.0,0,0.0,0.0,0.0
68632,1862.255138,0.0,0,0.0,0.0,0.0
68652,1862.276139,0.0,0,0.0,0.0,0.0
68672,1862.295140,0.0,0,0.0,0.0,0.0
68692,1862.315139,0.0,0,0.0,0.0,0.0
68712,1862.335142,0.0,0,0.0,0.0,0.0
68732,1862.355138,0.0,0,0.0,0.0,0.0
68752,1862.376177,0.0,0,0.0,0.0,0.0
68772,1862.395142,0.0,0,0.0,0.0,0.0
68792,1862.415135,0.0,0,0.0,0.0,0.0
68812,1862.435136,0.0,0,0.0,0.0,0.0
68832,1862.455134,0.0,0,0.0,0.0,0.0
68852,1862.476152,0.0,0,0.0,0.0,0.0
68872,1862.495130,0.0,0,0.0,0.0,0.0
68892,1862.515132,0.0,0,0.0,0.0,0.0
68912,1862.535130,0.0,0,0.0,0.0,0.0
68932,1862.555131,0.0,0,0.0,0.0,0.0
68952,1862.576143,0.0,0,0.0,0.0,0.0
68972,1862.595188,0.0,0,0.0,0.0,0.0
68992,1862.615133,0.0,0,0.0,0.0,0.0
69012,1862.635135,0.0,0,0.0,0.0,0.0
69032,1862.655132,0.0,0,0.0,0.0,0.0
69052,1862.675138,0.0,0,0.0,0.0,0.0
69072,1862.695127,0.0,0,0.0,0.0,0.0
69092,1862.715129,0.0,0,0.0,0.0,0.0
69112,1862.735129,0.0,0,0.0,0.0,0.0
69132,1862.754556,0.0,0,0.0,0.0,0.0
69152,1862.775561,0.0,0,0.0,0.0,0.0
69172,1862.794553,0.0,0,0.0,0.0,0.0
69192,1862.814596,0.0,0,0.0,0.0,0.0
69212,1862.834552,0.0,0,0.0,0.0,0.0
69232,1862.854549,0.0,0,0.0,0.0,0.0
69252,1862.875553,0.0,0,0.0,0.0,0.0
69272,1862.894549,0.0,0,0.0,0.0,0.0
69292,1862.914545,0.0,0,0.0,0.0,0.0
69312,1862.934546,0.0,0,0.0,0.0,0.0
69332,1862.954553,0.0,0,0.0,0.0,0.0
69352,1862.975553,0.0,0,0.0,0.0,0.0
69372,1862.994546,0.0,0,0.0,0.0,0.0
69392,1863.014544,0.0,0,0.0,0.0,0.0
69412,1863.034552,0.0,0,0.0,0.0,0.0
69432,1863.054551,0.0,0,0.0,0.0,0.0
69452,1863.075557,0.0,0,0.0,0.0,0.0
69472,1863.094544,0.0,0,0.0,0.0,0.0
69492,1863.114545,0.0,0,0.0,0.0,0.0
69512,1863.134543,0.0,0,0.0,0.0,0.0
69532,1863.154547,0.0,0,0.0,0.0,0.0
69552,1863.175553,0.0,0,0.0,0.0,0.0
69572,1863.194542,0.0,0,0.0,0.0,0.0
69592,1863.214544,0.0,0,0.0,0.0,0.0
69612,1863.234540,0.0,0,0.0,0.0,0.0
69632,1863.254547,0.0,0,0.0,0.0,0.0
69652,1863.275552,0.0,0,0.0,0.0,0.0
69672,1863.294540,0.0,0,0.0,0.0,0.0
69692,1863.314538,0.0,0,0.0,0.0,0.0
69712,1863.334538,0.0,0,0.0,0.0,0.0
69732,1863.354540,0.0,0,0.0,0.0,0.0
69752,1863.374547,0.0,0,0.0,0.0,0.0
69772,1863.394538,0.0,0,0.0,0.0,0.0
69792,1863.414536,0.0,0,0.0,0.0,0.0
69812,1863.434536,0.0,0,0.0,0.0,0.0
69832,1863.454540,0.0,0,0.0,0.0,0.0
69852,1863.474541,0.0,0,0.0,0.0,0.0
69872,1863.494537,0.0,0,0.0,0.0,0.0
69892,1863.514536,0.0,0,0.0,0.0,0.0
69912,1863.534533,0.0,0,0.0,0.0,0.0
69932,1863.554536,0.0,0,0.0,0.0,0.0
69952,1863.574541,0.0,0,0.0,0.0,0.0
69972,1863.594533,0.0,0,0.0,0.0,0.0
69992,1863.614530,0.0,0,0.0,0.0,0.0
70012,1863.634530,0.0,0,0.0,0.0,0.0
70032,1863.654533,0.0,0,0.0,0.0,0.0
70052,1863.674544,0.0,0,0.0,0.0,0.0
70072,1863.694528,0.0,0,0.0,0.0,0.0
70092,1863.714529,0.0,0,0.0,0.0,0.0
70112,1863.734527,0.0,0,0.0,0.0,0.0
70132,1863.754530,0.0,0,0.0,0.0,0.0
70152,1863.774538,0.0,0,0.0,0.0,0.0
70172,1863.794526,0.0,0,0.0,0.0,0.0
70192,1863.814524,0.0,0,0.0,0.0,0.0
70212,1863.834526,0.0,0,0.0,0.0,0.0
70232,1863.854530,0.0,0,0.0,0.0,0.0
70252,1863.873531,0.0,0,0.0,0.0,0.0
70272,1863.894529,0.0,0,0.0,0.0,0.0
70292,1863.914524,0.0,0,0.0,0.0,0.0
70312,1863.934524,0.0,0,0.0,0.0,0.0
70332,1863.954528,0.0,0,0.0,0.0,0.0
70352,1863.973522,0.0,0,0.0,0.0,0.0
70372,1863.994521,0.0,0,0.0,0.0,0.0
70392,1864.014525,0.0,0,0.0,0.0,0.0
70412,1864.034520,0.0,0,0.0,0.0,0.0
70432,1864.054525,0.0,0,0.0,0.0,0.0
70452,1864.074567,0.0,0,0.0,0.0,0.0
70472,1864.094112,0.0,0,0.0,0.0,0.0
70492,1864.114102,0.0,0,0.0,0.0,0.0
70512,1864.134107,0.0,0,0.0,0.0,0.0
70532,1864.154109,0.0,0,0.0,0.0,0.0
70552,1864.174125,0.0,0,0.0,0.0,0.0
70572,1864.194101,0.0,0,0.0,0.0,0.0
70592,1864.214102,0.0,0,0.0,0.0,0.0
70612,1864.234099,0.0,0,0.0,0.0,0.0
70632,1864.254107,0.0,0,0.0,0.0,0.0
70652,1864.274099,0.0,0,0.0,0.0,0.0
70672,1864.293517,0.0,0,0.0,0.0,0.0
70692,1864.313518,0.0,0,0.0,0.0,0.0
70712,1864.333521,0.0,0,0.0,0.0,0.0
70732,1864.353514,0.0,0,0.0,0.0,0.0
70752,1864.373518,0.0,0,0.0,0.0,0.0
70772,1864.393515,0.0,0,0.0,0.0,0.0
70792,1864.413514,0.0,0,0.0,0.0,0.0
70812,1864.433515,0.0,0,0.0,0.0,0.0
70832,1864.453512,0.0,0,0.0,0.0,0.0
70852,1864.473514,0.0,0,0.0,0.0,0.0
70872,1864.493511,0.0,0,0.0,0.0,0.0
70892,1864.513515,0.0,0,0.0,0.0,0.0
70912,1864.533512,0.0,0,0.0,0.0,0.0
70932,1864.553510,0.0,0,0.0,0.0,0.0
70952,1864.573525,0.0,0,0.0,0.0,0.0
70972,1864.593510,0.0,0,0.0,0.0,0.0
70992,1864.613510,0.0,0,0.0,0.0,0.0
71012,1864.633509,0.0,0,0.0,0.0,0.0
71032,1864.653508,0.0,0,0.0,0.0,0.0
71052,1864.673510,0.0,0,0.0,0.0,0.0
71072,1864.693511,0.0,0,0.0,0.0,0.0
71092,1864.713531,0.0,0,0.0,0.0,0.0
71112,1864.733510,0.0,0,0.0,0.0,0.0
71132,1864.753506,0.0,0,0.0,0.0,0.0
71152,1864.773511,0.0,0,0.0,0.0,0.0
71172,1864.793507,0.0,0,0.0,0.0,0.0
71192,1864.813507,0.0,0,0.0,0.0,0.0
71212,1864.833507,0.0,0,0.0,0.0,0.0
71232,1864.853503,0.0,0,0.0,0.0,0.0
71252,1864.873508,0.0,0,0.0,0.0,0.0
71272,1864.893501,0.0,0,0.0,0.0,0.0
71292,1864.913536,0.0,0,0.0,0.0,0.0
71312,1864.933504,0.0,0,0.0,0.0,0.0
71332,1864.953505,0.0,0,0.0,0.0,0.0
71352,1864.973508,0.0,0,0.0,0.0,0.0
71372,1864.993501,0.0,0,0.0,0.0,0.0
71392,1865.013499,0.0,0,0.0,0.0,0.0
71412,1865.033500,0.0,0,0.0,0.0,0.0
71432,1865.053497,0.0,0,0.0,0.0,0.0
71452,1865.073502,0.0,0,0.0,0.0,0.0
71472,1865.093499,0.0,0,0.0,0.0,0.0
71492,1865.113500,0.0,0,0.0,0.0,0.0
71512,1865.133509,0.0,0,0.0,0.0,0.0
71532,1865.153495,0.0,0,0.0,0.0,0.0
71552,1865.173501,0.0,0,0.0,0.0,0.0
71572,1865.193497,0.0,0,0.0,0.0,0.0
71592,1865.213493,0.0,0,0.0,0.0,0.0
71612,1865.233495,0.0,0,0.0,0.0,0.0
71632,1865.253496,0.0,0,0.0,0.0,0.0
71652,1865.273502,0.0,0,0.0,0.0,0.0
71672,1865.293496,0.0,0,0.0,0.0,0.0
71692,1865.313494,0.0,0,0.0,0.0,0.0
71712,1865.333506,0.0,0,0.0,0.0,0.0
71732,1865.353498,0.0,0,0.0,0.0,0.0
71752,1865.373512,0.0,0,0.0,0.0,0.0
71772,1865.393489,0.0,0,0.0,0.0,0.0
71792,1865.413492,0.0,0,0.0,0.0,0.0
71812,1865.433492,0.0,0,0.0,0.0,0.0
71832,1865.453489,0.0,0,0.0,0.0,0.0
71852,1865.472489,0.0,0,0.0,0.0,0.0
71872,1865.493489,0.0,0,0.0,0.0,0.0
71892,1865.512489,0.0,0,0.0,0.0,0.0
71912,1865.533443,0.0,0,0.0,0.0,0.0
71932,1865.552446,0.0,0,0.0,0.0,0.0
71952,1865.573448,0.0,0,0.0,0.0,0.0
71972,1865.592455,0.0,0,0.0,0.0,0.0
71992,1865.612454,0.0,0,0.0,0.0,0.0
72012,1865.632454,0.0,0,0.0,0.0,0.0
72032,1865.652455,0.0,0,0.0,0.0,0.0
72052,1865.672456,0.0,0,0.0,0.0,0.0
72072,1865.692458,0.0,0,0.0,0.0,0.0
72092,1865.712453,0.0,0,0.0,0.0,0.0
72112,1865.732454,0.0,0,0.0,0.0,0.0
72132,1865.752452,0.0,0,0.0,0.0,0.0
72152,1865.772457,0.0,0,0.0,0.0,0.0
72172,1865.792458,0.0,0,0.0,0.0,0.0
72192,1865.812452,0.0,0,0.0,0.0,0.0
72212,1865.833086,0.0,0,0.0,0.0,0.0
72232,1865.853034,0.0,0,0.0,0.0,0.0
72252,1865.873031,0.0,0,0.0,0.0,0.0
72272,1865.893031,0.0,0,0.0,0.0,0.0
72292,1865.913031,0.0,0,0.0,0.0,0.0
72312,1865.933033,0.0,0,0.0,0.0,0.0
72332,1865.953029,0.0,0,0.0,0.0,0.0
72352,1865.973065,0.0,0,0.0,0.0,0.0
72372,1865.993070,0.0,0,0.0,0.0,0.0
72392,1866.013070,0.0,0,0.0,0.0,0.0
72412,1866.033073,0.0,0,0.0,0.0,0.0
72432,1866.053069,0.0,0,0.0,0.0,0.0
72452,1866.073061,0.0,0,0.0,0.0,0.0
72472,1866.093065,0.0,0,0.0,0.0,0.0
72492,1866.113058,0.0,0,0.0,0.0,0.0
72512,1866.133073,0.0,0,0.0,0.0,0.0
72532,1866.153062,0.0,0,0.0,0.0,0.0
72552,1866.173061,0.0,0,0.0,0.0,0.0
72572,1866.192479,0.0,0,0.0,0.0,0.0
72592,1866.212476,0.0,0,0.0,0.0,0.0
