Timestamp,range.zrange,sensorFilter.innoChTof,stateEstimate.vz,stateEstimate.z
3598411,682,0.39227065443992615,-0.0015788847813382745,0.680495023727417
3598431,682,0.39227065443992615,-0.0016883967909961939,0.6804631352424622
3598451,679,0.2958562970161438,-0.003370910184457898,0.6801350116729736
3598471,679,0.2958562970161438,-0.004877026658505201,0.680051326751709
3598491,682,0.5349454879760742,-0.0036552876699715853,0.6803408861160278
3598511,682,0.5349454879760742,-0.0016705919988453388,0.6802877187728882
3598531,679,0.20553018152713776,-0.0011378698982298374,0.6802619099617004
3598551,679,0.20553018152713776,-0.002597572049126029,0.6799828410148621
3598571,679,0.20553018152713776,-0.0030800416134297848,0.6799257397651672
3598591,682,0.5528966784477234,-0.0035218268167227507,0.6802533864974976
3598611,682,0.5528966784477234,-0.005331821274012327,0.6801637411117554
3598631,679,0.178823783993721,-0.0053392318077385426,0.6798282861709595
3598651,679,0.178823783993721,-0.0032376896124333143,0.6797420978546143
3598671,677,0.9968768358230591,-0.004235365893691778,0.6791479587554932
3598691,677,0.9968768358230591,-0.005121510475873947,0.6790541410446167
3598711,679,0.0007629746687598526,-0.005925978068262339,0.6789288520812988
3598731,679,0.0007629746687598526,-0.006554481573402882,0.6788040995597839
3598751,683,2.4011828899383545,-0.004866455681622028,0.6794955134391785
3598771,683,2.4011828899383545,-0.0036542071029543877,0.679409384727478
3598791,679,0.0160627830773592,-0.001682784641161561,0.6792904734611511
3598811,679,0.0160627830773592,-0.00015361097757704556,0.6792733669281006
3598831,679,0.0160627830773592,-0.0004395094292704016,0.67927086353302
3598851,681,0.38523536920547485,-0.0019276750972494483,0.679575502872467
3598871,681,0.38523536920547485,-0.0038583900313824415,0.6795163750648499
3598891,679,0.034404926002025604,-0.006152022629976273,0.6793197393417358
3598911,679,0.034404926002025604,-0.007559543009847403,0.6791804432868958
3598931,683,1.880615472793579,-0.0056010144762694836,0.6797725558280945
3598951,683,1.880615472793579,-0.004507485777139664,0.6796696782112122
3598971,681,0.2214377224445343,-0.0020512447226792574,0.679845929145813
3598991,681,0.2214377224445343,-0.0011772813741117716,0.6798153519630432
3599011,679,0.09691083431243896,-0.0026318274904042482,0.6796194911003113
3599031,679,0.09691083431243896,-0.005508107133209705,0.6795385479927063
3599051,679,0.020302338525652885,-0.0076771080493927,0.6793304085731506
3599071,679,0.020302338525652885,-0.0084028709679842,0.6791695356369019
3599091,679,2.949632835225202e-05,-0.008806943893432617,0.6789965033531189
3599111,679,2.949632835225202e-05,-0.007917740382254124,0.6788302063941956
3599131,679,2.949632835225202e-05,-0.00556472921743989,0.6786956787109375
3599151,680,0.2239256501197815,-0.0035136041697114706,0.6788559556007385
3599171,680,0.2239256501197815,-0.0031885169446468353,0.6787915229797363
3599191,684,3.4385180473327637,-0.0017244720365852118,0.6797299385070801
3599211,684,3.4385180473327637,-0.001984383212402463,0.6796904802322388
3599231,680,0.009356215596199036,-0.0015050678048282862,0.6797071695327759
3599251,680,0.009356215596199036,-0.0024524542968720198,0.6796696782112122
3599271,681,0.2177763432264328,-0.00290663237683475,0.6798540949821472
3599291,681,0.2177763432264328,-0.0027066709008067846,0.6797972917556763
3599311,680,0.0038092636968940496,-0.0026590987108647823,0.6797751784324646
3599331,680,0.0038092636968940496,-0.0021272667217999697,0.67972731590271
3599351,678,0.3621865212917328,-0.001331106759607792,0.6793811917304993
3599371,678,0.3621865212917328,-0.00010277230467181653,0.6793683767318726
3599391,678,0.3621865212917328,-0.0005086204037070274,0.679364800453186
3599411,678,0.23463092744350433,-0.002303903689607978,0.6790783405303955
3599431,678,0.23463092744350433,-0.0036960856523364782,0.6790186762809753
3599451,680,0.1278127282857895,-0.004611201584339142,0.6791229248046875
3599471,680,0.1278127282857895,-0.004991698078811169,0.6790246367454529
3599491,681,0.4921572506427765,-0.004886042792350054,0.6793010830879211
3599511,681,0.4921572506427765,-0.006470248568803072,0.6791879534721375
3599531,678,0.18159236013889313,-0.007359649054706097,0.6788232326507568
3599551,678,0.18159236013889313,-0.006451962050050497,0.6786850690841675
3599571,678,0.06162257865071297,-0.0071563334204256535,0.6784242391586304
3599591,678,0.06162257865071297,-0.008421775884926319,0.6782669425010681
3599611,678,0.00836543831974268,-0.007665106561034918,0.6780567765235901
3599631,678,0.00836543831974268,-0.0064419289119541645,0.6779167056083679
3599651,679,0.19134961068630219,-0.006573027931153774,0.6777879595756531
3599671,679,0.19134961068630219,-0.005909251049160957,0.6778967976570129
3599691,679,0.19134961068630219,-0.004481116775423288,0.6777923107147217
3599711,679,0.19097650051116943,-0.0020585618913173676,0.6779588460922241
3599731,679,0.19097650051116943,-0.0011666315840557218,0.677928626537323
3599751,678,0.0008155040559358895,-0.0004410080728121102,0.6779263615608215
3599771,678,0.0008155040559358895,2.11213937291177e-05,0.6779242157936096
