Timestamp,sensorFilter.baroAge,sensorFilter.baroLag,sensorFilter.baroSeen,sensorFilter.lateElig,sensorFilter.tofAge
587994,9,18,1,0,1
588014,20,39,1,0,1
588034,20,39,1,0,1
588054,10,19,1,0,0
588074,1,1,1,0,0
588094,1,1,1,0,0
588114,12,23,1,0,0
588134,2,8,1,0,4294967295
588154,2,8,1,0,4294967295
588174,13,27,1,0,0
588194,13,27,1,0,0
588214,4,9,1,0,0
588234,15,33,1,0,0
588254,15,33,1,0,0
588274,6,13,1,0,0
588294,17,35,1,0,0
588314,17,35,1,0,0
588334,8,18,1,0,0
588354,20,39,1,0,1
588374,20,39,1,0,1
588394,10,22,1,0,0
588414,2,3,1,0,1
588434,2,3,1,0,1
588454,12,25,1,0,0
588474,12,25,1,0,0
588494,4,7,1,0,1
588514,15,31,1,0,1
588534,15,31,1,0,1
588554,6,11,1,0,1
588574,17,35,1,0,1
588594,17,35,1,0,1
588614,8,16,1,0,1
588634,19,39,1,0,1
588654,19,39,1,0,1
588674,10,20,1,0,1
588694,20,40,1,0,1
588714,20,40,1,0,1
588734,11,22,1,0,1
588754,2,3,1,0,1
588774,2,3,1,0,1
588794,12,25,1,0,0
588814,12,25,1,0,0
588834,4,7,1,0,1
588854,15,30,1,0,1
588874,15,30,1,0,1
588894,6,11,1,0,1
588914,17,35,1,0,1
588934,17,35,1,0,1
588954,7,16,1,0,0
588974,19,39,1,0,1
588994,19,39,1,0,1
589014,9,18,1,0,0
589034,20,40,1,0,0
589054,20,40,1,0,0
589074,11,21,1,0,0
589094,2,3,1,0,0
589114,2,3,1,0,0
589134,13,25,1,0,0
589154,13,25,1,0,0
589174,3,7,1,0,0
589194,14,30,1,0,0
589215,14,30,1,0,0
589235,5,12,1,0,0
589254,16,35,1,0,0
589274,16,35,1,0,0
589295,7,15,1,0,0
589314,18,39,1,0,0
589334,18,39,1,0,0
589355,10,19,1,0,1
589374,20,41,1,0,1
589394,20,41,1,0,1
589414,11,21,1,0,1
589434,2,3,1,0,1
589454,2,3,1,0,1
589474,13,25,1,0,1
589494,13,25,1,0,1
589515,4,7,1,0,1
589535,15,31,1,0,1
589554,15,31,1,0,1
589574,6,11,1,0,0
589594,17,33,1,0,1
589614,17,33,1,0,1
589634,8,15,1,0,1
589654,19,38,1,0,1
589674,19,38,1,0,1
589694,10,19,1,0,1
589714,20,41,1,0,0
589734,20,41,1,0,0
589754,12,23,1,0,1
589774,12,23,1,0,1
589794,2,6,1,0,0
589814,14,27,1,0,1
589834,14,27,1,0,1
589854,5,10,1,0,1
589874,15,32,1,0,0
589894,15,32,1,0,0
589914,7,13,1,0,1
589934,18,35,1,0,1
589954,18,35,1,0,1
589974,20,40,1,0,0
589994,20,40,1,0,0
590014,11,21,1,0,0
590034,11,21,1,0,0
590054,2,3,1,0,0
590074,13,27,1,0,0
590094,13,27,1,0,0
590114,4,9,1,0,1
590134,14,29,1,0,0
590154,14,29,1,0,0
590174,5,12,1,0,0
590194,16,35,1,0,0
590214,16,35,1,0,0
590234,7,15,1,0,0
590254,18,37,1,0,0
590274,18,37,1,0,0
590294,9,19,1,0,0
590315,0,2,1,0,0
590334,0,2,1,0,0
590354,12,23,1,0,1
590374,12,23,1,0,1
590394,3,5,1,0,1
590414,14,27,1,0,1
590434,14,27,1,0,1
590454,5,9,1,0,1
590474,16,32,1,0,1
590494,16,32,1,0,1
590514,7,14,1,0,1
590534,18,35,1,0,1
590554,18,35,1,0,1
590574,18,35,1,0,1
590594,1,1,1,0,1
590614,12,23,1,0,1
590634,12,23,1,0,1
590654,3,5,1,0,1
590674,14,27,1,0,1
590694,14,27,1,0,1
590714,5,9,1,0,1
590734,16,31,1,0,1
590754,16,31,1,0,1
590774,7,13,1,0,1
590794,18,35,1,0,1
590814,18,35,1,0,1
590834,9,17,1,0,1
590854,20,39,1,0,1
590874,20,39,1,0,1
590894,10,22,1,0,0
590914,10,22,1,0,0
590934,2,3,1,0,1
590954,12,24,1,0,0
590974,12,24,1,0,0
590994,3,7,1,0,0
591014,14,30,1,0,0
591034,14,30,1,0,0
591054,5,9,1,0,0
591074,15,31,1,0,0
591094,15,31,1,0,0
591114,7,15,1,0,1
591134,17,35,1,0,0
591154,17,35,1,0,0
591174,8,17,1,0,0
591194,20,40,1,0,1
591214,20,40,1,0,1
591234,10,21,1,0,0
591254,10,21,1,0,0
591274,1,3,1,0,0
591294,12,26,1,0,0
591314,12,26,1,0,0
591334,3,7,1,0,0
591354,15,29,1,0,1
591374,15,29,1,0,1
591394,6,11,1,0,1
591414,17,33,1,0,1
591434,17,33,1,0,1
591454,17,33,1,0,1
591474,20,40,1,0,1
591494,11,21,1,0,1
591514,11,21,1,0,1
591534,2,3,1,0,1
591554,12,25,1,0,0
591574,12,25,1,0,0
591594,4,7,1,0,1
591614,15,29,1,0,1
591634,15,29,1,0,1
591654,6,11,1,0,0
591674,17,34,1,0,1
591694,17,34,1,0,1
591714,8,15,1,0,1
591734,19,37,1,0,1
591754,19,37,1,0,1
591774,10,19,1,0,1
591794,10,19,1,0,1
591814,20,41,1,0,0
591834,12,24,1,0,1
591854,12,24,1,0,1
591874,2,5,1,0,0
591894,13,27,1,0,0
591914,13,27,1,0,0
591934,4,7,1,0,0
591954,15,31,1,0,0
591974,15,31,1,0,0
591994,6,11,1,0,0
592014,17,33,1,0,0
592034,17,33,1,0,0
592054,7,15,1,0,0
592074,18,38,1,0,0
592094,18,38,1,0,0
592114,9,19,1,0,0
592134,9,19,1,0,0
592154,12,26,1,0,0
592174,12,26,1,0,0
592194,3,7,1,0,0
592214,14,29,1,0,0
592234,14,29,1,0,0
592254,5,11,1,0,0
592274,16,33,1,0,0
592294,16,33,1,0,0
