Timestamp,sensorFilter.baro0,sensorFilter.baroDDec,sensorFilter.baroDec,sensorFilter.surfReason,sensorFilter.surfState
583435,0.5212669372558594,0.0,0.0,8,1
583455,0.5212669372558594,0.0,0.0,8,1
583475,0.5212669372558594,0.0,0.0,8,1
583495,0.5212669372558594,0.0,0.0,8,1
583515,0.5212669372558594,0.0,0.0,8,1
583535,0.5212669372558594,0.0,0.0,8,1
583555,0.5212669372558594,0.0,0.0,8,1
583575,0.5212669372558594,0.0,0.0,8,1
583595,0.5212669372558594,0.0,0.0,8,1
583615,0.5212669372558594,0.0,0.0,8,1
583635,0.5212669372558594,0.0,0.0,8,1
583655,0.5212669372558594,0.0,0.0,8,1
583675,0.5212669372558594,0.0,0.0,8,1
583695,0.5212669372558594,0.0,0.0,8,1
583715,0.5212669372558594,0.0,0.0,8,1
583735,0.5212669372558594,0.0,0.0,8,1
583755,0.5212669372558594,0.0,0.0,8,1
583775,0.5212669372558594,0.0,0.0,8,1
583795,0.5212669372558594,0.0,0.0,8,1
583815,0.5212669372558594,0.0,0.0,8,1
583835,0.5212669372558594,0.0,0.0,8,1
583855,0.5212669372558594,0.0,0.0,8,1
583875,0.5212669372558594,0.0,0.0,8,1
583895,0.5212669372558594,0.0,0.0,8,1
583915,0.5212669372558594,0.0,0.0,8,1
583935,0.5212669372558594,0.0,0.0,8,1
583955,0.5212669372558594,0.0,0.0,8,1
583975,0.5212669372558594,0.0,0.0,8,1
583995,0.5212669372558594,0.0,0.0,8,1
584015,0.5212669372558594,0.0,0.0,8,1
584035,0.5212669372558594,0.0,0.0,8,1
584055,0.5212669372558594,0.0,0.0,8,1
584075,0.5212669372558594,0.0,0.0,8,1
584095,0.5212669372558594,0.0,0.0,8,1
584115,0.5212669372558594,0.0,0.0,8,1
584135,0.5212669372558594,0.0,0.0,8,1
584155,0.5212669372558594,0.0,0.0,8,1
584175,0.5212669372558594,0.0,0.0,8,1
584195,0.5212669372558594,0.0,0.0,8,1
584215,0.5212669372558594,0.0,0.0,8,1
584235,0.5212669372558594,0.0,0.0,8,1
584255,0.5212669372558594,0.0,0.0,8,1
584275,0.5212669372558594,0.0,0.0,8,1
584295,0.5212669372558594,0.0,0.0,8,1
584315,0.5212669372558594,0.0,0.0,8,1
584335,0.5212669372558594,0.0,0.0,8,1
584355,0.5212669372558594,0.0,0.0,8,1
584375,0.5212669372558594,0.0,0.0,8,1
584395,0.5212669372558594,0.0,0.0,8,1
584415,0.5212669372558594,0.0,0.0,8,1
584435,0.5212669372558594,0.0,0.0,8,1
584455,0.5212669372558594,0.0,0.0,8,1
584475,0.5212669372558594,0.0,0.0,8,1
584495,0.5212669372558594,0.0,0.0,8,1
584515,0.5212669372558594,0.0,0.0,8,1
584535,0.5212669372558594,0.0,0.0,8,1
584555,0.5212669372558594,0.0,0.0,8,1
584575,0.5212669372558594,0.0,0.0,8,1
584595,0.5212669372558594,0.0,0.0,8,1
584615,0.5212669372558594,0.0,0.0,8,1
584635,0.5212669372558594,0.0,0.0,8,1
584655,0.5212669372558594,0.0,0.0,8,1
584675,0.5212669372558594,0.0,0.0,8,1
584695,0.5212669372558594,0.0,0.0,8,1
584715,0.5212669372558594,0.0,0.0,8,1
584735,0.5212669372558594,0.0,0.0,8,1
584755,0.5212669372558594,0.0,0.0,8,1
584775,0.5212669372558594,0.0,0.0,8,1
584795,0.5212669372558594,0.0,0.0,8,1
584815,0.5212669372558594,0.0,0.0,8,1
584835,0.5212669372558594,0.0,0.0,8,1
584855,0.5212669372558594,0.0,0.0,8,1
584875,0.5212669372558594,0.0,0.0,8,1
584895,0.5212669372558594,0.0,0.0,8,1
584915,0.5212669372558594,0.0,0.0,8,1
584935,0.5212669372558594,0.0,0.0,8,1
584955,0.5212669372558594,0.0,0.0,8,1
584975,0.5212669372558594,0.0,0.0,8,1
584995,0.5212669372558594,0.0,0.0,8,1
585015,0.5212669372558594,0.0,0.0,8,1
585035,0.5212669372558594,0.0,0.0,8,1
585055,0.5212669372558594,0.0,0.0,8,1
585075,0.5212669372558594,0.0,0.0,8,1
585095,0.5212669372558594,0.0,0.0,6,1
585115,0.5212669372558594,0.0,0.0,6,1
585135,0.5212669372558594,0.0,0.0,8,1
585155,0.5212669372558594,0.0,0.0,8,1
585175,0.5212669372558594,0.0,0.0,8,1
585195,0.5212669372558594,0.0,0.0,8,1
585215,0.5212669372558594,0.0,0.0,8,1
585235,0.5212669372558594,0.0,0.0,8,1
585255,0.5212669372558594,0.0,0.0,8,1
585275,0.5212669372558594,0.0,0.0,8,1
585295,0.5212669372558594,0.0,0.0,8,1
585315,0.5212669372558594,0.0,0.0,8,1
585335,0.5212669372558594,0.0,0.0,8,1
585355,0.5212669372558594,0.0,0.0,8,1
585375,0.5212669372558594,0.0,0.0,8,1
585395,0.5212669372558594,0.0,0.0,8,1
585415,0.5212669372558594,0.0,0.0,8,1
585435,0.5212669372558594,0.0,0.0,8,1
585455,0.5212669372558594,0.0,0.0,8,1
585475,0.5212669372558594,0.0,0.0,8,1
585495,0.5212669372558594,0.0,0.0,8,1
585515,0.5212669372558594,0.0,0.0,8,1
585535,0.5212669372558594,0.0,0.0,8,1
585555,0.5212669372558594,0.0,0.0,8,1
585575,0.5212669372558594,0.0,0.0,8,1
585595,0.5212669372558594,0.0,0.0,8,1
585615,0.5212669372558594,0.0,0.0,8,1
585635,0.5212669372558594,0.0,0.0,6,1
585655,0.5212669372558594,0.0,0.0,6,1
585675,0.5212669372558594,0.0,0.0,6,1
585695,0.5212669372558594,0.0,0.0,8,1
585715,0.5212669372558594,0.0,0.0,8,1
585735,0.5212669372558594,0.0,0.0,8,1
585755,0.5212669372558594,0.0,0.0,8,1
585775,0.5212669372558594,0.0,0.0,8,1
585795,0.5212669372558594,0.0,0.0,8,1
585815,0.5212669372558594,0.0,0.0,8,1
585835,0.5212669372558594,0.0,0.0,8,1
585855,0.5212669372558594,0.0,0.0,8,1
585875,0.5212669372558594,0.0,0.0,8,1
585895,0.5212669372558594,0.0,0.0,8,1
585915,0.5212669372558594,0.0,0.0,8,1
585935,0.5212669372558594,0.0,0.0,8,1
585955,0.5212669372558594,0.0,0.0,8,1
585975,0.5212669372558594,0.0,0.0,8,1
585995,0.5212669372558594,0.0,0.0,8,1
586015,0.5212669372558594,0.0,0.0,8,1
586035,0.5212669372558594,0.0,0.0,8,1
586055,0.5212669372558594,0.0,0.0,8,1
586075,0.5212669372558594,0.0,0.0,6,1
586095,0.5212669372558594,0.0,0.0,6,1
586115,0.5212669372558594,0.0,0.0,6,1
586135,0.5212669372558594,0.0,0.0,8,1
586155,0.5212669372558594,0.0,0.0,8,1
586175,0.5212669372558594,0.0,0.0,8,1
