Timestamp,sensorFilter.baroAge0,sensorFilter.baroLag0,sensorFilter.baroSeen0,sensorFilter.tofAge0,sensorFilter.vz0
575779,1,1,1,1,-0.040780555456876755
575799,1,1,1,1,-0.040780555456876755
575819,1,1,1,1,-0.040780555456876755
575839,1,1,1,1,-0.040780555456876755
575859,1,1,1,1,-0.040780555456876755
575879,1,1,1,1,-0.040780555456876755
575899,1,1,1,1,-0.040780555456876755
575919,1,1,1,1,-0.040780555456876755
575939,1,1,1,1,-0.040780555456876755
575959,1,1,1,1,-0.040780555456876755
575979,1,1,1,1,-0.040780555456876755
575999,1,1,1,1,-0.040780555456876755
576019,1,1,1,1,-0.040780555456876755
576039,1,1,1,1,-0.040780555456876755
576059,1,1,1,1,-0.040780555456876755
576079,1,1,1,1,-0.040780555456876755
576099,1,1,1,1,-0.040780555456876755
576119,1,1,1,1,-0.040780555456876755
576139,1,1,1,1,-0.040780555456876755
576159,1,1,1,1,-0.040780555456876755
576179,1,1,1,1,-0.040780555456876755
576199,1,1,1,1,-0.040780555456876755
576219,1,1,1,1,-0.040780555456876755
576239,1,1,1,1,-0.040780555456876755
576259,1,1,1,1,-0.040780555456876755
576279,1,1,1,1,-0.040780555456876755
576299,1,1,1,1,-0.040780555456876755
576319,1,1,1,1,-0.040780555456876755
576339,1,1,1,1,-0.040780555456876755
576359,1,1,1,1,-0.040780555456876755
576379,1,1,1,1,-0.040780555456876755
576399,1,1,1,1,-0.040780555456876755
576419,1,1,1,1,-0.040780555456876755
576439,1,1,1,1,-0.040780555456876755
576459,1,1,1,1,-0.040780555456876755
576479,1,1,1,1,-0.040780555456876755
576499,1,1,1,1,-0.040780555456876755
576519,1,1,1,1,-0.040780555456876755
576539,1,1,1,1,-0.040780555456876755
576559,1,1,1,1,-0.040780555456876755
576579,1,1,1,1,-0.040780555456876755
576599,1,1,1,1,-0.040780555456876755
576619,1,1,1,1,-0.040780555456876755
576639,1,1,1,1,-0.040780555456876755
576659,1,1,1,1,-0.040780555456876755
576679,1,1,1,1,-0.040780555456876755
576699,1,1,1,1,-0.040780555456876755
576719,1,1,1,1,-0.040780555456876755
576739,1,1,1,1,-0.040780555456876755
576759,1,1,1,1,-0.040780555456876755
576779,1,1,1,1,-0.040780555456876755
576799,1,1,1,1,-0.040780555456876755
576819,1,1,1,1,-0.040780555456876755
576839,1,1,1,1,-0.040780555456876755
576859,1,1,1,1,-0.040780555456876755
576879,1,1,1,1,-0.040780555456876755
576899,1,1,1,1,-0.040780555456876755
576919,1,1,1,1,-0.040780555456876755
576939,1,1,1,1,-0.040780555456876755
576959,1,1,1,1,-0.040780555456876755
576979,1,1,1,1,-0.040780555456876755
576999,1,1,1,1,-0.040780555456876755
577019,1,1,1,1,-0.040780555456876755
577039,1,1,1,1,-0.040780555456876755
577059,1,1,1,1,-0.040780555456876755
577079,1,1,1,1,-0.040780555456876755
577099,1,1,1,1,-0.040780555456876755
577119,1,1,1,1,-0.040780555456876755
577139,1,1,1,1,-0.040780555456876755
577159,1,1,1,1,-0.040780555456876755
577179,1,1,1,1,-0.040780555456876755
577199,1,1,1,1,-0.040780555456876755
577219,1,1,1,1,-0.040780555456876755
577239,1,1,1,1,-0.040780555456876755
