Timestamp,sensorFilter.flowLocal,sensorFilter.surfBaroD,sensorFilter.surfCand,sensorFilter.surfOffset,sensorFilter.surfReason,sensorFilter.surfState
4990260,0,0.1230316162109375,-0.13231590390205383,0.0,8,1
4990280,0,0.1230316162109375,-0.13231590390205383,0.0,8,1
4990300,0,0.1367015838623047,-0.1413547694683075,0.0,8,1
4990320,0,0.1367015838623047,-0.1413547694683075,0.0,8,1
4990340,0,0.1695089340209961,-0.1413896381855011,0.0,8,1
4990360,0,0.1695089340209961,-0.1413896381855011,0.0,8,1
4990380,0,0.30074214935302734,-0.14333662390708923,0.0,8,1
4990400,0,0.30074214935302734,-0.14333662390708923,0.0,8,1
4990420,0,0.1995830535888672,-0.14425942301750183,0.0,8,1
4990440,0,0.1995830535888672,-0.14425942301750183,0.0,8,1
4990460,0,0.1722431182861328,-0.14333662390708923,0.0,8,1
4990480,0,0.1722431182861328,-0.14333662390708923,0.0,8,1
4990500,0,0.08748817443847656,-0.14425942301750183,0.0,8,1
4990520,0,0.08748817443847656,-0.14425942301750183,0.0,8,1
4990540,0,0.15037155151367188,-0.145306795835495,0.0,8,1
4990560,0,0.15037155151367188,-0.145306795835495,0.0,8,1
4990580,0,0.15037155151367188,-0.145306795835495,0.0,8,1
4990600,0,0.16404151916503906,-0.15279003977775574,0.0,8,1
4990620,0,0.16404151916503906,-0.15279003977775574,0.0,8,1
4990640,0,0.11482906341552734,-0.15177813172340393,0.0,8,1
4990660,0,0.11482906341552734,-0.15177813172340393,0.0,8,1
4990680,0,0.19684886932373047,-0.15081611275672913,0.0,8,1
4990700,0,0.19684886932373047,-0.15081611275672913,0.0,8,1
4990720,0,0.21051979064941406,-0.15290585160255432,0.0,8,1
4990740,0,0.21051979064941406,-0.15290585160255432,0.0,8,1
4990760,0,0.17497825622558594,-0.15279003977775574,0.0,8,1
4990780,0,0.17497825622558594,-0.15279003977775574,0.0,8,1
4990800,0,0.2952737808227539,-0.15290585160255432,0.0,8,1
4990820,0,0.2952737808227539,-0.15290585160255432,0.0,8,1
4990840,0,0.2952737808227539,-0.15290585160255432,0.0,8,1
4990860,0,0.0929574966430664,-0.15295222401618958,0.0,8,1
4990880,0,0.0929574966430664,-0.15295222401618958,0.0,8,1
4990900,0,0.07381820678710938,-0.15295222401618958,0.0,6,1
4990920,0,0.07381820678710938,-0.15295222401618958,0.0,6,1
4990940,0,0.07381820678710938,-0.15295222401618958,0.0,6,1
4990960,0,0.07381820678710938,-0.15295222401618958,0.0,6,1
4990980,0,0.1066274642944336,-0.15190574526786804,0.0,8,1
4991000,0,0.1066274642944336,-0.15190574526786804,0.0,8,1
4991020,0,0.1859130859375,-0.15180906653404236,0.0,8,1
4991040,0,0.1859130859375,-0.15180906653404236,0.0,8,1
4991060,0,0.09022235870361328,-0.15179505944252014,0.0,8,1
4991080,0,0.09022235870361328,-0.15179505944252014,0.0,8,1
4991100,0,0.09022235870361328,-0.15179505944252014,0.0,8,1
4991120,0,0.05741405487060547,-0.15173682570457458,0.0,6,1
4991140,0,0.05741405487060547,-0.15173682570457458,0.0,6,1
4991160,0,0.035541534423828125,-0.15071317553520203,0.0,6,1
4991180,0,0.035541534423828125,-0.15071317553520203,0.0,6,1
4991200,0,0.02734088897705078,-0.1497878134250641,0.0,6,1
4991220,0,0.02734088897705078,-0.1497878134250641,0.0,6,1
4991240,0,0.03280830383300781,-0.14969363808631897,0.0,6,1
4991260,0,0.03280830383300781,-0.14969363808631897,0.0,6,1
4991280,0,0.07928752899169922,-0.14969363808631897,0.0,6,1
4991300,0,0.07928752899169922,-0.14969363808631897,0.0,6,1
4991320,0,0.14763736724853516,-0.14969363808631897,0.0,8,1
4991340,0,0.14763736724853516,-0.14969363808631897,0.0,8,1
4991360,0,0.12849903106689453,-0.1504957377910614,0.0,8,1
