Timestamp,sensorFilter.baroAge,sensorFilter.baroLag,sensorFilter.baroSeen,sensorFilter.lateElig,sensorFilter.tofAge
5613542,18,35,1,0,0
5613562,1,3,1,0,0
5613582,1,3,1,0,0
5613602,4,7,1,0,0
5613622,4,7,1,0,0
5613642,4,7,1,0,0
5613662,6,13,1,0,0
5613682,6,13,1,0,0
5613702,9,19,1,0,0
5613722,9,19,1,0,0
5613742,12,25,1,0,0
5613762,12,25,1,0,0
5613782,15,31,1,0,0
5613802,15,31,1,0,0
5613822,18,37,1,0,0
5613842,18,37,1,0,0
5613862,2,3,1,0,1
5613882,2,3,1,0,1
5613902,2,3,1,0,1
5613922,5,9,1,0,1
5613942,5,9,1,0,1
5613962,8,15,1,0,1
5613982,8,15,1,0,1
5614002,11,21,1,0,1
5614022,11,21,1,0,1
5614042,14,27,1,0,1
5614062,14,27,1,0,1
5614082,17,33,1,0,1
5614102,17,33,1,0,1
5614122,20,39,1,0,1
5614142,20,39,1,0,1
5614162,2,5,1,0,0
5614182,2,5,1,0,0
5614202,2,5,1,0,0
5614222,6,11,1,0,1
5614242,6,11,1,0,1
5614262,10,19,1,0,1
5614282,10,19,1,0,1
5614302,13,25,1,0,1
5614322,13,25,1,0,1
5614342,16,31,1,0,1
5614362,16,31,1,0,1
5614382,18,35,1,0,0
5614402,18,35,1,0,0
5614422,1,3,1,0,0
5614442,1,3,1,0,0
5614462,1,3,1,0,0
5614482,4,7,1,0,0
5614502,4,7,1,0,0
5614522,7,13,1,0,0
5614542,7,13,1,0,0
5614562,10,19,1,0,0
5614582,10,19,1,0,0
5614602,12,25,1,0,0
5614622,12,25,1,0,0
5614642,15,31,1,0,0
5614662,15,31,1,0,0
5614682,18,37,1,0,0
5614702,18,37,1,0,0
5614722,1,3,1,0,0
5614742,1,3,1,0,0
5614762,1,3,1,0,0
5614782,4,9,1,0,0
5614802,4,9,1,0,0
5614822,8,15,1,0,1
5614842,8,15,1,0,1
5614862,11,21,1,0,1
5614882,11,21,1,0,1
5614902,14,27,1,0,1
5614922,14,27,1,0,1
5614942,17,33,1,0,1
5614962,17,33,1,0,1
5614982,20,39,1,0,1
5615002,20,39,1,0,1
5615022,3,5,1,0,1
5615042,3,5,1,0,1
5615062,3,5,1,0,1
5615082,6,11,1,0,1
5615102,6,11,1,0,1
5615122,10,19,1,0,1
5615142,10,19,1,0,1
5615162,13,25,1,0,1
5615182,13,25,1,0,1
5615202,16,31,1,0,0
5615222,16,31,1,0,0
5615242,20,39,1,0,1
5615262,20,39,1,0,1
5615282,2,5,1,0,0
5615302,2,5,1,0,0
5615322,2,5,1,0,0
5615342,6,11,1,0,1
5615362,6,11,1,0,1
5615382,8,15,1,0,0
5615402,8,15,1,0,0
5615422,11,21,1,0,0
5615442,11,21,1,0,0
5615462,14,27,1,0,0
5615482,14,27,1,0,0
5615502,16,33,1,0,0
5615522,16,33,1,0,0
5615542,20,39,1,0,1
5615562,20,39,1,0,1
5615583,1,5,1,0,4294967295
5615602,1,5,1,0,4294967295
5615623,1,5,1,0,4294967295
5615642,5,11,1,0,0
5615662,5,11,1,0,0
5615682,8,17,1,0,0
5615702,8,17,1,0,0
5615722,12,25,1,0,0
5615742,12,25,1,0,0
5615762,16,33,1,0,0
5615782,16,33,1,0,0
5615803,20,39,1,0,1
5615822,20,39,1,0,1
5615843,2,5,1,0,0
5615863,2,5,1,0,0
5615883,2,5,1,0,0
5615902,6,11,1,0,1
5615922,6,11,1,0,1
5615942,9,17,1,0,1
5615962,9,17,1,0,1
5615982,12,23,1,0,1
5616002,12,23,1,0,1
5616022,15,29,1,0,1
5616042,15,29,1,0,1
5616063,18,35,1,0,1
5616082,18,35,1,0,1
5616102,1,1,1,0,1
5616122,1,1,1,0,1
5616142,1,1,1,0,1
5616162,3,7,1,0,0
5616182,3,7,1,0,0
5616202,6,13,1,0,0
5616222,6,13,1,0,0
5616242,9,17,1,0,0
5616262,9,17,1,0,0
5616282,12,23,1,0,0
5616302,12,23,1,0,0
5616322,15,29,1,0,0
5616342,15,29,1,0,0
5616362,18,35,1,0,0
5616382,18,35,1,0,0
5616402,0,1,1,0,0
5616422,0,1,1,0,0
5616442,0,1,1,0,0
5616462,3,7,1,0,0
5616482,3,7,1,0,0
5616502,6,13,1,0,0
5616522,6,13,1,0,0
5616542,9,19,1,0,0
5616562,9,19,1,0,0
5616582,13,25,1,0,1
5616602,13,25,1,0,1
5616622,16,31,1,0,1
5616642,16,31,1,0,1
5616662,19,39,1,0,0
5616682,19,39,1,0,0
5616702,19,39,1,0,0
5616722,3,5,1,0,1
5616742,3,5,1,0,1
5616762,6,11,1,0,1
5616782,6,11,1,0,1
5616802,9,17,1,0,1
5616822,9,17,1,0,1
5616842,12,23,1,0,1
5616862,12,23,1,0,1
5616882,15,29,1,0,1
5616902,15,29,1,0,1
5616922,18,35,1,0,1
5616942,18,35,1,0,1
5616962,18,35,1,0,1
5616982,2,3,1,0,1
5617002,2,3,1,0,1
5617022,5,9,1,0,1
5617042,5,9,1,0,1
5617062,8,15,1,0,1
5617082,8,15,1,0,1
5617102,10,21,1,0,0
5617122,10,21,1,0,0
5617142,13,25,1,0,0
5617162,13,25,1,0,0
5617182,17,33,1,0,1
5617202,17,33,1,0,1
5617222,19,37,1,0,0
5617242,19,37,1,0,0
5617262,19,37,1,0,0
5617282,2,3,1,0,0
5617302,2,3,1,0,0
5617322,4,9,1,0,0
5617342,4,9,1,0,0
5617362,7,15,1,0,0
5617382,7,15,1,0,0
5617402,10,21,1,0,0
5617422,10,21,1,0,0
5617442,13,27,1,0,0
5617462,13,27,1,0,0
5617482,16,33,1,0,0
5617502,16,33,1,0,0
5617522,20,39,1,0,1
5617542,20,39,1,0,1
5617562,20,39,1,0,1
5617582,3,5,1,0,1
5617602,3,5,1,0,1
5617622,6,11,1,0,1
5617642,6,11,1,0,1
5617662,10,19,1,0,1
5617682,10,19,1,0,1
5617702,13,25,1,0,1
5617722,13,25,1,0,1
5617742,16,31,1,0,1
5617762,16,31,1,0,1
5617782,16,31,1,0,1
5617802,20,39,1,0,1
5617822,20,39,1,0,1
5617842,3,5,1,0,1
5617862,3,5,1,0,1
5617882,6,11,1,0,1
5617902,6,11,1,0,1
5617922,10,19,1,0,1
5617942,10,19,1,0,1
5617962,13,25,1,0,1
5617982,13,25,1,0,1
5618002,15,31,1,0,0
5618022,15,31,1,0,0
5618042,18,35,1,0,0
5618062,18,35,1,0,0
5618082,18,35,1,0,0
5618102,1,1,1,0,0
5618122,1,1,1,0,0
5618142,4,7,1,0,0
5618162,4,7,1,0,0
5618182,7,13,1,0,0
5618202,7,13,1,0,0
5618222,10,19,1,0,0
5618242,10,19,1,0,0
5618262,12,25,1,0,0
5618282,12,25,1,0,0
5618302,15,31,1,0,0
5618322,15,31,1,0,0
5618342,18,37,1,0,0
5618362,18,37,1,0,0
5618382,18,37,1,0,0
5618402,1,3,1,0,0
5618422,1,3,1,0,0
5618442,4,9,1,0,0
5618462,4,9,1,0,0
5618482,8,15,1,0,1
5618502,8,15,1,0,1
5618522,11,21,1,0,1
5618542,11,21,1,0,1
5618562,14,27,1,0,1
5618582,14,27,1,0,1
5618602,17,33,1,0,1
5618622,17,33,1,0,1
5618642,17,33,1,0,1
5618662,20,39,1,0,1
5618682,20,39,1,0,1
5618702,3,5,1,0,1
5618722,3,5,1,0,1
5618742,6,11,1,0,0
5618762,6,11,1,0,0
5618782,10,19,1,0,1
5618802,10,19,1,0,1
5618822,12,25,1,0,0
5618842,12,25,1,0,0
5618862,16,31,1,0,1
5618882,16,31,1,0,1
5618902,18,37,1,0,0
5618922,18,37,1,0,0
5618942,18,37,1,0,0
5618962,1,3,1,0,0
5618982,1,3,1,0,0
5619002,4,9,1,0,0
5619022,4,9,1,0,0
5619042,7,13,1,0,0
5619062,7,13,1,0,0
5619082,10,19,1,0,0
5619102,10,19,1,0,0
5619122,13,25,1,0,0
5619142,13,25,1,0,0
5619162,15,31,1,0,0
5619182,15,31,1,0,0
5619202,15,31,1,0,0
5619222,18,37,1,0,0
5619242,18,37,1,0,0
5619262,1,3,1,0,0
5619282,1,3,1,0,0
5619302,4,9,1,0,0
5619322,4,9,1,0,0
5619342,8,15,1,0,1
5619362,8,15,1,0,1
5619382,11,21,1,0,1
5619402,11,21,1,0,1
5619422,14,27,1,0,1
5619442,14,27,1,0,1
5619462,17,33,1,0,1
5619482,17,33,1,0,1
5619502,17,33,1,0,1
5619522,20,39,1,0,1
5619542,20,39,1,0,1
5619562,3,5,1,0,1
5619582,3,5,1,0,1
5619602,6,11,1,0,0
5619622,6,11,1,0,0
5619642,10,19,1,0,1
5619662,10,19,1,0,1
5619682,13,25,1,0,1
5619702,13,25,1,0,1
5619722,16,31,1,0,1
5619742,16,31,1,0,1
5619762,16,31,1,0,1
5619782,19,37,1,0,1
5619802,19,37,1,0,1
5619822,2,3,1,0,1
5619842,2,3,1,0,1
5619862,5,9,1,0,1
5619882,5,9,1,0,1
5619902,7,15,1,0,0
5619922,7,15,1,0,0
5619942,10,19,1,0,0
5619962,10,19,1,0,0
5619982,13,25,1,0,0
5620002,13,25,1,0,0
5620022,16,31,1,0,0
5620042,16,31,1,0,0
5620062,16,31,1,0,0
5620082,19,37,1,0,0
5620102,19,37,1,0,0
5620122,1,3,1,0,0
5620142,1,3,1,0,0
5620162,4,9,1,0,0
5620182,4,9,1,0,0
5620202,7,15,1,0,0
5620222,7,15,1,0,0
5620242,10,21,1,0,0
5620262,10,21,1,0,0
5620282,14,27,1,0,1
5620302,14,27,1,0,1
5620322,17,33,1,0,1
5620342,17,33,1,0,1
5620362,17,33,1,0,1
5620382,20,39,1,0,1
5620402,20,39,1,0,1
5620422,3,5,1,0,1
5620442,3,5,1,0,1
5620462,6,11,1,0,0
5620482,6,11,1,0,0
5620502,10,19,1,0,1
5620522,10,19,1,0,1
5620542,13,25,1,0,1
5620562,13,25,1,0,1
5620582,16,31,1,0,1
5620602,16,31,1,0,1
5620622,16,31,1,0,1
5620642,20,39,1,0,1
5620662,20,39,1,0,1
5620682,3,5,1,0,1
5620702,3,5,1,0,1
5620722,6,11,1,0,0
5620742,6,11,1,0,0
5620762,9,19,1,0,0
5620782,9,19,1,0,0
5620802,12,25,1,0,4294967295
5620822,12,25,1,0,4294967295
5620842,15,29,1,0,0
5620862,15,29,1,0,0
5620882,15,29,1,0,0
5620902,18,35,1,0,0
5620922,18,35,1,0,0
5620942,1,1,1,0,0
5620962,1,1,1,0,0
5620982,4,7,1,0,0
5621002,4,7,1,0,0
5621022,6,13,1,0,0
5621042,6,13,1,0,0
5621062,9,19,1,0,0
5621082,9,19,1,0,0
5621102,12,25,1,0,0
5621122,12,25,1,0,0
5621142,15,31,1,0,0
5621162,15,31,1,0,0
5621182,15,31,1,0,0
5621202,20,39,1,0,1
5621222,20,39,1,0,1
5621242,3,5,1,0,1
5621262,3,5,1,0,1
5621282,6,11,1,0,1
5621302,6,11,1,0,1
5621322,10,19,1,0,1
5621342,10,19,1,0,1
5621362,13,25,1,0,1
5621382,13,25,1,0,1
5621402,16,31,1,0,1
5621422,16,31,1,0,1
5621442,16,31,1,0,1
5621462,20,39,1,0,1
5621482,20,39,1,0,1
5621502,3,5,1,0,1
5621522,3,5,1,0,1
5621542,6,11,1,0,1
5621562,6,11,1,0,1
5621582,10,19,1,0,1
5621602,10,19,1,0,1
5621622,13,25,1,0,1
5621642,13,25,1,0,1
5621662,15,31,1,0,0
5621682,15,31,1,0,0
5621702,15,31,1,0,0
5621722,18,35,1,0,0
5621742,18,35,1,0,0
5621762,1,1,1,0,0
5621782,1,1,1,0,0
5621802,4,7,1,0,0
5621822,4,7,1,0,0
5621842,7,13,1,0,0
5621862,7,13,1,0,0
5621882,10,19,1,0,0
