Timestamp,sensorFilter.flowLocal,sensorFilter.surfBaroD,sensorFilter.surfCand,sensorFilter.surfCandInn,sensorFilter.surfClear,sensorFilter.surfN,sensorFilter.surfOffset
5608479,0,-0.05194664001464844,0.09510108828544617,153.50392150878906,0.4733910858631134,2,0.0
5608499,0,-0.05194664001464844,0.09510108828544617,153.50392150878906,0.4733910858631134,2,0.0
5608519,0,-0.04374408721923828,0.098107248544693,168.67701721191406,0.4703849256038666,3,0.0
5608539,0,-0.04374408721923828,0.098107248544693,168.67701721191406,0.4703849256038666,3,0.0
5608559,0,-0.06835079193115234,0.10703900456428528,184.10299682617188,0.4614531695842743,1,0.0
5608579,0,-0.06835079193115234,0.10703900456428528,184.10299682617188,0.4614531695842743,1,0.0
5608599,0,-0.1531047821044922,0.10408493876457214,195.361328125,0.4644072353839874,2,0.0
5608619,0,-0.1531047821044922,0.10408493876457214,195.361328125,0.4644072353839874,2,0.0
5608639,0,-0.1531047821044922,0.10408493876457214,195.361328125,0.4644072353839874,2,0.0
5608659,0,-0.17771148681640625,0.10506567358970642,205.3084716796875,0.46342650055885315,3,0.0
5608679,0,-0.17771148681640625,0.10506567358970642,205.3084716796875,0.46342650055885315,3,0.0
5608699,0,-0.10115814208984375,0.1040448248386383,213.33326721191406,0.46444734930992126,4,0.0
5608719,0,-0.10115814208984375,0.1040448248386383,213.33326721191406,0.46444734930992126,4,0.0
5608739,0,-0.10115814208984375,0.10506567358970642,216.36590576171875,0.4623567759990692,5,0.0
5608759,0,-0.10115814208984375,0.10506567358970642,216.36590576171875,0.4623567759990692,5,0.0
5608779,0,-0.005467414855957031,0.10506567358970642,216.852783203125,0.4613410532474518,5,0.0
5608799,0,-0.005467414855957031,0.10506567358970642,216.852783203125,0.4613410532474518,5,0.0
5608819,0,-0.06561660766601562,0.10613539814949036,218.2438201904297,0.4593825936317444,5,0.0
5608839,0,-0.06561660766601562,0.10613539814949036,218.2438201904297,0.4593825936317444,5,0.0
5608859,0,0.0,0.0,14.383115768432617,0.4613751173019409,0,0.0
5608879,0,0.0,0.0,14.383115768432617,0.4613751173019409,0,0.0
5608899,0,0.0,0.0,0.4117763936519623,0.4621794521808624,0,0.0
5608919,0,0.0,0.0,0.4117763936519623,0.4621794521808624,0,0.0
5608939,0,0.0,0.0,2.8393638134002686,0.4592273533344269,0,0.0
5608959,0,0.0,0.0,2.8393638134002686,0.4592273533344269,0,0.0
5608979,0,0.0,0.0,9.440714836120605,0.4592311382293701,0,0.0
5608999,0,0.0,0.0,9.440714836120605,0.4592311382293701,0,0.0
5609019,0,0.0,0.0,9.440714836120605,0.4592311382293701,0,0.0
5609039,0,0.0,-0.0008971691131591797,24.477081298828125,0.4622722864151001,0,0.0
5609059,0,0.0,-0.0008971691131591797,24.477081298828125,0.4622722864151001,0,0.0
5609079,0,0.008202552795410156,0.004122823476791382,46.657005310058594,0.45725229382514954,0,0.0
5609099,0,0.008202552795410156,0.004122823476791382,46.657005310058594,0.45725229382514954,0,0.0
5609119,0,-0.03280830383300781,0.0031121671199798584,74.2765884399414,0.45826295018196106,0,0.0
5609139,0,-0.03280830383300781,0.0031121671199798584,74.2765884399414,0.45826295018196106,0,0.0
5609159,0,-0.00820159912109375,-0.000848621129989624,115.39031982421875,0.46222373843193054,0,0.0
5609179,0,-0.00820159912109375,-0.000848621129989624,115.39031982421875,0.46222373843193054,0,0.0
5609199,0,-0.035541534423828125,0.0031492114067077637,151.10641479492188,0.45822590589523315,0,0.0
5609219,0,-0.035541534423828125,0.0031492114067077637,151.10641479492188,0.45822590589523315,0,0.0
5609239,0,-0.18317890167236328,-0.003849208354949951,188.78262329101562,0.46522432565689087,0,0.0
5609259,0,-0.18317890167236328,-0.003849208354949951,188.78262329101562,0.46522432565689087,0,0.0
5609279,0,-0.22692394256591797,-0.0018159449100494385,226.02700805664062,0.46319106221199036,0,0.0
