Timestamp,range.zrange,sensorFilter.innoChTof,stateEstimate.vz,stateEstimate.z
5601928,624,1.050004243850708,-0.009863128885626793,0.6213516592979431
5601948,622,0.06994586437940598,-0.005768616683781147,0.6213370561599731
5601968,622,0.06994586437940598,-0.006395653821527958,0.6212196946144104
5601988,625,1.9101625680923462,-0.007194190286099911,0.6217983961105347
5602008,625,1.9101625680923462,-0.008946560323238373,0.6216355562210083
5602028,623,0.28448182344436646,-0.009051674976944923,0.6217352151870728
5602048,623,0.28448182344436646,-0.009960848838090897,0.621543824672699
5602068,626,2.713726043701172,-0.007778922561556101,0.622211754322052
5602088,626,2.713726043701172,-0.00824708677828312,0.6220519542694092
5602108,625,1.2083550691604614,-0.008106004446744919,0.6224467754364014
5602128,625,1.2083550691604614,-0.00973950419574976,0.622265100479126
5602148,627,1.2083550691604614,-0.010604724287986755,0.6220644116401672
5602168,627,3.246652603149414,-0.009763717651367188,0.6228252053260803
5602188,627,3.246652603149414,-0.009606131352484226,0.6226303577423096
5602208,625,0.7732878923416138,-0.008210649713873863,0.6229164600372314
5602228,625,0.7732878923416138,-0.008260112255811691,0.6227501034736633
5602248,624,0.22375497221946716,-0.008704135194420815,0.6228296160697937
5602268,624,0.22375497221946716,-0.011008558794856071,0.6226323843002319
5602288,623,0.02766038291156292,-0.01253774855285883,0.6224820017814636
5602308,623,0.02766038291156292,-0.014086103066802025,0.6222180128097534
5602328,626,2.070713996887207,-0.01469595730304718,0.6226744651794434
5602348,626,2.070713996887207,-0.015353472903370857,0.6223723888397217
5602368,625,1.0617027282714844,-0.015047521330416203,0.6225961446762085
5602388,625,1.0617027282714844,-0.015445024706423283,0.6222875118255615
5602408,622,0.0004185613652225584,-0.014804016798734665,0.6219765543937683
5602428,622,0.0004185613652225584,-0.015036476776003838,0.6216764450073242
5602448,622,0.0004185613652225584,-0.014839202165603638,0.6213782429695129
5602468,624,0.969683825969696,-0.011031225323677063,0.6216409802436829
5602488,624,0.969683825969696,-0.008393135853111744,0.62144935131073
5602508,625,1.6786335706710815,-0.005950885824859142,0.621989369392395
5602528,625,1.6786335706710815,-0.007093128748238087,0.6218634843826294
5602548,625,1.3165791034698486,-0.009756360203027725,0.6222931146621704
5602568,625,1.3165791034698486,-0.014500120654702187,0.6220493316650391
5602588,625,1.2327674627304077,-0.014975357800722122,0.6223182678222656
5602608,625,1.2327674627304077,-0.014250746928155422,0.6220271587371826
5602628,625,1.3148161172866821,-0.012867935933172703,0.6223493814468384
5602648,625,1.3148161172866821,-0.011104670353233814,0.622111439704895
5602668,625,1.2039943933486938,-0.010376475751399994,0.6224591135978699
5602688,625,1.2039943933486938,-0.01015809178352356,0.6222530007362366
5602708,626,1.9757806062698364,-0.010676744394004345,0.6227570176124573
5602728,626,1.9757806062698364,-0.012231503613293171,0.6225261688232422
5602748,626,1.9757806062698364,-0.014717184007167816,0.6222575902938843
5602768,623,0.10159910470247269,-0.016636807471513748,0.6221134066581726
5602788,623,0.10159910470247269,-0.017626352608203888,0.6217519044876099
5602808,625,1.5068594217300415,-0.015958668664097786,0.6220623254776001
5602828,625,1.5068594217300415,-0.015779055655002594,0.6217464208602905
5602848,625,1.500443696975708,-0.01415907684713602,0.622085690498352
5602868,625,1.500443696975708,-0.013568181544542313,0.6218080520629883
5602888,625,1.5037269592285156,-0.013967732898890972,0.6221808195114136
5602908,625,1.5037269592285156,-0.01727968640625477,0.6218652725219727
5602928,624,0.7699838280677795,-0.017614392563700676,0.6219675540924072
5602948,624,0.7699838280677795,-0.017040003091096878,0.6216186285018921
5602968,622,0.056657057255506516,-0.015662191435694695,0.6214137077331543
5602988,622,0.056657057255506516,-0.014554756693542004,0.6211103796958923
5603008,622,0.056657057255506516,-0.013177177868783474,0.6208337545394897
5603028,622,0.1621595025062561,-0.012281056493520737,0.6207920908927917
5603048,622,0.1621595025062561,-0.011694560758769512,0.6205518245697021
5603068,623,0.8456780314445496,-0.010517681017518044,0.6208202242851257
5603088,623,0.8456780314445496,-0.011573374271392822,0.6206020712852478
