cf_timestamp_ms,host_monotonic_s,sensorFilter.distPred,sensorFilter.distMeas,sensorFilter.baroHeight,sensorFilter.innoChFlow_x,sensorFilter.innoChFlow_y,sensorFilter.innoChTof
132568,1926.145105,0.7470000386238098,-0.1869228482246399,0.0,0.0,0.0,38.840003967285156
132588,1926.165105,0.7440000176429749,-0.1878402829170227,0.0,0.0,0.0,38.673561096191406
132608,1926.185108,0.7440000176429749,-0.1878402829170227,0.0,0.0,0.0,38.673561096191406
132628,1926.205107,0.7470000386238098,-0.1889837384223938,0.0,0.0,0.0,39.02192306518555
132648,1926.225103,0.7470000386238098,-0.1889837384223938,0.0,0.0,0.0,39.02192306518555
132668,1926.245100,0.7470000386238098,-0.1889837384223938,0.0,0.0,0.0,39.02192306518555
132688,1926.266120,0.7410000562667847,-0.18872183561325073,0.0,0.0,0.0,38.59711456298828
132708,1926.285102,0.7410000562667847,-0.18872183561325073,0.0,0.0,0.0,38.59711456298828
132728,1926.305098,0.7440000176429749,-0.18870078027248383,0.0,0.0,0.0,38.83945846557617
132748,1926.325102,0.7440000176429749,-0.18870078027248383,0.0,0.0,0.0,38.83945846557617
132768,1926.345096,0.7420000433921814,-0.18916979432106018,0.0,0.0,0.0,38.714786529541016
132788,1926.366100,0.7420000433921814,-0.18916979432106018,0.0,0.0,0.0,38.714786529541016
132808,1926.385097,0.737000048160553,-0.18946781754493713,0.0,0.0,0.0,38.323890686035156
132828,1926.405092,0.737000048160553,-0.18946781754493713,0.0,0.0,0.0,38.323890686035156
132848,1926.425110,0.7470000386238098,-0.19007478654384613,0.0,0.0,0.0,39.09878921508789
132868,1926.445094,0.7470000386238098,-0.19007478654384613,0.0,0.0,0.0,39.09878921508789
132888,1926.465098,0.7440000176429749,-0.19013068079948425,0.0,0.0,0.0,38.84947204589844
132908,1926.485099,0.7440000176429749,-0.19013068079948425,0.0,0.0,0.0,38.84947204589844
132928,1926.505092,0.7400000095367432,-0.19029484689235687,0.0,0.0,0.0,38.52763366699219
132948,1926.525099,0.7400000095367432,-0.19029484689235687,0.0,0.0,0.0,38.52763366699219
132968,1926.545097,0.7400000095367432,-0.19029484689235687,0.0,0.0,0.0,38.52763366699219
132988,1926.566096,0.7410000562667847,-0.18916603922843933,0.0,0.0,0.0,38.60873031616211
133008,1926.585094,0.7410000562667847,-0.18916603922843933,0.0,0.0,0.0,38.60873031616211
133028,1926.605093,0.7400000095367432,-0.18918810784816742,0.0,0.0,0.0,38.52317428588867
133048,1926.625105,0.7400000095367432,-0.18918810784816742,0.0,0.0,0.0,38.52317428588867
133068,1926.645090,0.7450000643730164,-0.1896452158689499,0.0,0.0,0.0,38.97319793701172
133088,1926.665085,0.7450000643730164,-0.1896452158689499,0.0,0.0,0.0,38.97319793701172
133108,1926.685087,0.7400000095367432,-0.19157609343528748,0.0,0.0,0.0,38.620113372802734
133128,1926.705089,0.7400000095367432,-0.19157609343528748,0.0,0.0,0.0,38.620113372802734
133148,1926.725090,0.7400000095367432,-0.19223791360855103,0.0,0.0,0.0,38.67176818847656
133168,1926.745106,0.7400000095367432,-0.19223791360855103,0.0,0.0,0.0,38.67176818847656
133188,1926.765090,0.7400000095367432,-0.19223791360855103,0.0,0.0,0.0,38.67176818847656
133208,1926.785087,0.7450000643730164,-0.19235236942768097,0.0,0.0,0.0,39.094642639160156
133228,1926.805092,0.7450000643730164,-0.19235236942768097,0.0,0.0,0.0,39.094642639160156
133248,1926.825089,0.7430000305175781,-0.191433385014534,0.0,0.0,0.0,38.94106674194336
133268,1926.845087,0.7430000305175781,-0.191433385014534,0.0,0.0,0.0,38.94106674194336
133288,1926.865084,0.7420000433921814,-0.19166800379753113,0.0,0.0,0.0,38.87546920776367
133308,1926.885095,0.7420000433921814,-0.19166800379753113,0.0,0.0,0.0,38.87546920776367
133328,1926.905080,0.7430000305175781,-0.19149641692638397,0.0,0.0,0.0,38.93898391723633
133348,1926.925083,0.7430000305175781,-0.19149641692638397,0.0,0.0,0.0,38.93898391723633
133368,1926.945113,0.7430000305175781,-0.19247756898403168,0.0,0.0,0.0,38.920082092285156
133388,1926.965088,0.7430000305175781,-0.19247756898403168,0.0,0.0,0.0,38.920082092285156
133408,1926.985083,0.7450000643730164,-0.19250188767910004,0.0,0.0,0.0,39.089351654052734
133428,1927.005083,0.7450000643730164,-0.19250188767910004,0.0,0.0,0.0,39.089351654052734
133448,1927.025085,0.7450000643730164,-0.19250188767910004,0.0,0.0,0.0,39.089351654052734
133468,1927.045083,0.7440000176429749,-0.19307111203670502,0.0,0.0,0.0,39.051239013671875
133488,1927.064087,0.7440000176429749,-0.19307111203670502,0.0,0.0,0.0,39.051239013671875
133508,1927.085079,0.7450000643730164,-0.19190022349357605,0.0,0.0,0.0,39.12933349609375
133528,1927.104094,0.7450000643730164,-0.19190022349357605,0.0,0.0,0.0,39.12933349609375
133548,1927.124112,0.7400000095367432,-0.19154098629951477,0.0,0.0,0.0,38.68236541748047
133568,1927.144080,0.7400000095367432,-0.19154098629951477,0.0,0.0,0.0,38.68236541748047
133588,1927.164086,0.7430000305175781,-0.1912381947040558,0.0,0.0,0.0,38.904457092285156
133608,1927.184084,0.7430000305175781,-0.1912381947040558,0.0,0.0,0.0,38.904457092285156
133628,1927.204085,0.7380000352859497,-0.1916636824607849,0.0,0.0,0.0,38.4160041809082
133648,1927.224098,0.7380000352859497,-0.1916636824607849,0.0,0.0,0.0,38.4160041809082
133668,1927.244080,0.7440000176429749,-0.19075340032577515,0.0,0.0,0.0,38.839378356933594
133688,1927.264134,0.7440000176429749,-0.19075340032577515,0.0,0.0,0.0,38.839378356933594
133708,1927.284077,0.7430000305175781,-0.18975290656089783,0.0,0.0,0.0,38.663475036621094
133728,1927.304084,0.7430000305175781,-0.18975290656089783,0.0,0.0,0.0,38.663475036621094
133748,1927.324077,0.7430000305175781,-0.18975290656089783,0.0,0.0,0.0,38.663475036621094
133768,1927.344078,0.7450000643730164,-0.1868489533662796,0.0,0.0,0.0,38.72913360595703
133788,1927.364076,0.7450000643730164,-0.1868489533662796,0.0,0.0,0.0,38.72913360595703
133808,1927.384076,0.7480000257492065,-0.1888023167848587,0.0,0.0,0.0,39.1026496887207
133828,1927.404091,0.7480000257492065,-0.1888023167848587,0.0,0.0,0.0,39.1026496887207
133848,1927.424091,0.7440000176429749,-0.1890949010848999,0.0,0.0,0.0,38.79728698730469
133868,1927.444074,0.7440000176429749,-0.1890949010848999,0.0,0.0,0.0,38.79728698730469
133888,1927.464073,0.7430000305175781,-0.1898433119058609,0.0,0.0,0.0,38.77634048461914
133908,1927.484075,0.7430000305175781,-0.1898433119058609,0.0,0.0,0.0,38.77634048461914
133928,1927.504101,0.7430000305175781,-0.1926315426826477,0.0,0.0,0.0,38.909542083740234
133948,1927.524090,0.7430000305175781,-0.1926315426826477,0.0,0.0,0.0,38.909542083740234
133968,1927.544070,0.7410000562667847,-0.19435857236385345,0.0,0.0,0.0,38.88078308105469
133988,1927.564071,0.7410000562667847,-0.19435857236385345,0.0,0.0,0.0,38.88078308105469
134008,1927.584069,0.7410000562667847,-0.1958353966474533,0.0,0.0,0.0,38.99966049194336
134028,1927.604076,0.7410000562667847,-0.1958353966474533,0.0,0.0,0.0,38.99966049194336
134048,1927.624088,0.7410000562667847,-0.1958353966474533,0.0,0.0,0.0,38.99966049194336
134068,1927.644068,0.7410000562667847,-0.19593490660190582,0.0,0.0,0.0,39.07822036743164
134088,1927.664065,0.7410000562667847,-0.19593490660190582,0.0,0.0,0.0,39.07822036743164
134108,1927.684068,0.7380000352859497,-0.19678498804569244,0.0,0.0,0.0,38.900386810302734
134128,1927.704074,0.7380000352859497,-0.19678498804569244,0.0,0.0,0.0,38.900386810302734
134148,1927.724080,0.737000048160553,-0.19751237332820892,0.0,0.0,0.0,38.87477493286133
134168,1927.744067,0.737000048160553,-0.19751237332820892,0.0,0.0,0.0,38.87477493286133
134188,1927.764065,0.7390000224113464,-0.19850055873394012,0.0,0.0,0.0,39.118587493896484
134208,1927.784062,0.7390000224113464,-0.19850055873394012,0.0,0.0,0.0,39.118587493896484
134228,1927.804069,0.7400000095367432,-0.2001519650220871,0.0,0.0,0.0,39.2396125793457
134248,1927.824086,0.7400000095367432,-0.2001519650220871,0.0,0.0,0.0,39.2396125793457
134268,1927.844064,0.7430000305175781,-0.19994351267814636,0.0,0.0,0.0,39.463768005371094
134288,1927.864064,0.7430000305175781,-0.19994351267814636,0.0,0.0,0.0,39.463768005371094
134308,1927.884063,0.7430000305175781,-0.19994351267814636,0.0,0.0,0.0,39.463768005371094
134328,1927.904072,0.7390000224113464,-0.19741664826869965,0.0,0.0,0.0,39.06015396118164
134348,1927.924085,0.7390000224113464,-0.19741664826869965,0.0,0.0,0.0,39.06015396118164
134368,1927.944037,0.7380000352859497,-0.19895723462104797,0.0,0.0,0.0,39.06163024902344
134388,1927.964066,0.7380000352859497,-0.19895723462104797,0.0,0.0,0.0,39.06163024902344
134408,1927.984061,0.7400000095367432,-0.19942030310630798,0.0,0.0,0.0,39.2648811340332
134428,1928.004068,0.7400000095367432,-0.19942030310630798,0.0,0.0,0.0,39.2648811340332
134448,1928.024053,0.734000027179718,-0.2004617303609848,0.0,0.0,0.0,38.855777740478516
134468,1928.044035,0.734000027179718,-0.2004617303609848,0.0,0.0,0.0,38.855777740478516
134488,1928.064060,0.7410000562667847,-0.20350192487239838,0.0,0.0,0.0,39.59270477294922
134508,1928.084057,0.7410000562667847,-0.20350192487239838,0.0,0.0,0.0,39.59270477294922
134528,1928.104064,0.737000048160553,-0.2046692967414856,0.0,0.0,0.0,39.35330581665039
134548,1928.124073,0.737000048160553,-0.2046692967414856,0.0,0.0,0.0,39.35330581665039
134568,1928.144032,0.737000048160553,-0.2046692967414856,0.0,0.0,0.0,39.35330581665039
134588,1928.164052,0.7380000352859497,-0.20572517812252045,0.0,0.0,0.0,39.52556610107422
134608,1928.184055,0.7380000352859497,-0.20572517812252045,0.0,0.0,0.0,39.52556610107422
